
Spine Attachment Pt Position Y
 ==================== 
Spine Attachment Pt Position Y,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
19924,µm,Spine,Spine Attachment Pt Position,2,2,1,100000001,610000001622,
19928,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000001625,
19925.9,µm,Spine,Spine Attachment Pt Position,2,2,1,100000002,610000001642,
19929.1,µm,Spine,Spine Attachment Pt Position,2,3,1,100000002,610000001646,
19933.7,µm,Spine,Spine Attachment Pt Position,2,1,1,100000000,610000001648,
19924.1,µm,Spine,Spine Attachment Pt Position,3,1,1,100000002,610000001650,
19926.5,µm,Spine,Spine Attachment Pt Position,2,3,1,100000002,610000001668,
19930.8,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000001673,
19928.6,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000001688,
19925.6,µm,Spine,Spine Attachment Pt Position,4,2,1,100000002,610000001690,
19928.2,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000001694,
19930.9,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000001699,
19923.6,µm,Spine,Spine Attachment Pt Position,3,2,1,100000001,610000001712,
19932,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000001776,
19933.6,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000001776,
19937.9,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000001777,
19926.9,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000001777,
19932.1,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000001777,
19927.1,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000001778,
19935.5,µm,Spine,Spine Attachment Pt Position,4,3,1,,610000001778,
19926,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000001778,
19925.5,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000001779,
19925.9,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000001779,
19924.3,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000001780,
19923.1,µm,Spine,Spine Attachment Pt Position,4,1,1,,610000001781,
19926.1,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000001782,
19925.9,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000001783,
19923,µm,Spine,Spine Attachment Pt Position,9,5,1,,610000001784,
19931.3,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000001785,
19931.8,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000001786,
19932.7,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000001787,
19933.5,µm,Spine,Spine Attachment Pt Position,6,4,1,,610000001788,
19933,µm,Spine,Spine Attachment Pt Position,3,3,1,,610000001790,
19934.6,µm,Spine,Spine Attachment Pt Position,6,4,1,,610000001791,
