
Spine Attachment Pt Position Z
 ==================== 
Spine Attachment Pt Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1415.43,µm,Spine,Spine Attachment Pt Position,13,4,1,100000001,610000001847,
1418.01,µm,Spine,Spine Attachment Pt Position,4,2,1,100000001,610000001849,
1417.21,µm,Spine,Spine Attachment Pt Position,2,1,1,100000000,610000001856,
1418.82,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000001879,
1417.51,µm,Spine,Spine Attachment Pt Position,1,2,1,100000001,610000001881,
1415.13,µm,Spine,Spine Attachment Pt Position,13,4,1,100000001,610000001883,
1415.09,µm,Spine,Spine Attachment Pt Position,3,2,1,100000000,610000001914,
1415.51,µm,Spine,Spine Attachment Pt Position,3,1,1,100000001,610000001919,
1415.35,µm,Spine,Spine Attachment Pt Position,13,4,1,100000001,610000001966,
1415.24,µm,Spine,Spine Attachment Pt Position,4,1,1,100000001,610000001972,
1415.6,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000001974,
1415.4,µm,Spine,Spine Attachment Pt Position,3,1,1,100000001,610000001978,
1415.12,µm,Spine,Spine Attachment Pt Position,4,1,1,100000001,610000001986,
1415.22,µm,Spine,Spine Attachment Pt Position,5,2,1,100000001,610000001993,
1415.26,µm,Spine,Spine Attachment Pt Position,5,2,1,100000001,610000002006,
1415.15,µm,Spine,Spine Attachment Pt Position,3,2,1,100000000,610000002011,
1415.73,µm,Spine,Spine Attachment Pt Position,1,2,1,100000001,610000002022,
1415.32,µm,Spine,Spine Attachment Pt Position,4,1,1,100000001,610000002026,
1415.34,µm,Spine,Spine Attachment Pt Position,4,2,1,100000001,610000002030,
1415.29,µm,Spine,Spine Attachment Pt Position,5,2,1,100000001,610000002036,
1415.28,µm,Spine,Spine Attachment Pt Position,4,1,1,100000001,610000002047,
1415.24,µm,Spine,Spine Attachment Pt Position,6,2,1,100000001,610000002053,
1417.07,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000002134,
1415.52,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000002134,
1417.83,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000002135,
1415.07,µm,Spine,Spine Attachment Pt Position,5,3,1,,610000002135,
1417.23,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000002136,
1415.21,µm,Spine,Spine Attachment Pt Position,5,3,1,,610000002136,
1416.01,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000002137,
1415.3,µm,Spine,Spine Attachment Pt Position,5,2,1,,610000002137,
1415.45,µm,Spine,Spine Attachment Pt Position,4,1,1,,610000002138,
1415.33,µm,Spine,Spine Attachment Pt Position,7,3,1,,610000002138,
1418.73,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000002139,
1414.91,µm,Spine,Spine Attachment Pt Position,7,3,1,,610000002139,
1416.61,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000002140,
1416.42,µm,Spine,Spine Attachment Pt Position,7,2,1,,610000002140,
1415.23,µm,Spine,Spine Attachment Pt Position,6,2,1,,610000002141,
1415.36,µm,Spine,Spine Attachment Pt Position,6,3,1,,610000002142,
1418.54,µm,Spine,Spine Attachment Pt Position,9,5,1,,610000002143,
1417.41,µm,Spine,Spine Attachment Pt Position,10,5,1,,610000002144,
1417.55,µm,Spine,Spine Attachment Pt Position,11,4,1,,610000002145,
1416.06,µm,Spine,Spine Attachment Pt Position,12,5,1,,610000002146,
1416.36,µm,Spine,Spine Attachment Pt Position,13,5,1,,610000002147,
1417.35,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000002148,
1417.71,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000002149,
1417.82,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000002150,
1416.39,µm,Spine,Spine Attachment Pt Position,6,2,1,,610000002151,
1417.51,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000002152,
1417.57,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000002153,
1416.23,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000002154,
