
Spine Attachment Pt Position Z
 ==================== 
Spine Attachment Pt Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1371.83,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000001546,
1372.33,µm,Spine,Spine Attachment Pt Position,6,3,1,100000002,610000001555,
1373.07,µm,Spine,Spine Attachment Pt Position,6,2,1,100000001,610000001562,
1373.17,µm,Spine,Spine Attachment Pt Position,1,2,1,100000000,610000001569,
1375.79,µm,Spine,Spine Attachment Pt Position,6,1,1,100000000,610000001577,
1373.61,µm,Spine,Spine Attachment Pt Position,5,3,1,100000002,610000001599,
1371.95,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000001615,
1373.08,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000001617,
1372.81,µm,Spine,Spine Attachment Pt Position,6,3,1,100000002,610000001629,
1374.61,µm,Spine,Spine Attachment Pt Position,5,2,1,100000000,610000001631,
1375.19,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000001642,
1373.66,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000001684,
1374.42,µm,Spine,Spine Attachment Pt Position,3,1,1,100000002,610000001701,
1374.08,µm,Spine,Spine Attachment Pt Position,5,2,1,100000001,610000001706,
1373.16,µm,Spine,Spine Attachment Pt Position,5,3,1,100000002,610000001723,
1372.51,µm,Spine,Spine Attachment Pt Position,6,3,1,100000002,610000001742,
1374.45,µm,Spine,Spine Attachment Pt Position,3,1,1,100000002,610000001755,
1372.06,µm,Spine,Spine Attachment Pt Position,6,3,1,100000002,610000001758,
1372.56,µm,Spine,Spine Attachment Pt Position,6,3,1,100000002,610000001768,
1373.91,µm,Spine,Spine Attachment Pt Position,1,2,1,100000000,610000001783,
1373.91,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000002017,
1375.08,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000002017,
1372.79,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000002018,
1374.91,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000002018,
1373.57,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000002018,
1374.05,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000002019,
1374.85,µm,Spine,Spine Attachment Pt Position,4,1,1,,610000002019,
1374.01,µm,Spine,Spine Attachment Pt Position,4,3,1,,610000002020,
1374.58,µm,Spine,Spine Attachment Pt Position,5,2,1,,610000002020,
1374.3,µm,Spine,Spine Attachment Pt Position,5,1,1,,610000002020,
1374.09,µm,Spine,Spine Attachment Pt Position,4,3,1,,610000002021,
1375.94,µm,Spine,Spine Attachment Pt Position,6,2,1,,610000002021,
1373.65,µm,Spine,Spine Attachment Pt Position,5,2,1,,610000002021,
1375.87,µm,Spine,Spine Attachment Pt Position,6,1,1,,610000002022,
1372.47,µm,Spine,Spine Attachment Pt Position,6,3,1,,610000002022,
1373.56,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000002023,
1373.38,µm,Spine,Spine Attachment Pt Position,5,2,1,,610000002023,
1372.62,µm,Spine,Spine Attachment Pt Position,6,3,1,,610000002023,
1373.27,µm,Spine,Spine Attachment Pt Position,6,2,1,,610000002024,
1373.58,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000002024,
1372.63,µm,Spine,Spine Attachment Pt Position,6,3,1,,610000002024,
1373.36,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000002025,
1374.61,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000002025,
1372.59,µm,Spine,Spine Attachment Pt Position,6,3,1,,610000002025,
1371.95,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000002026,
1372.74,µm,Spine,Spine Attachment Pt Position,6,3,1,,610000002026,
1371.95,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000002027,
1374.71,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000002027,
1372.17,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000002028,
1373.88,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000002028,
1371.91,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000002029,
1372.69,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000002029,
1371.62,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000002030,
1373.05,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000002030,
1374.52,µm,Spine,Spine Attachment Pt Position,3,1,1,,610000002030,
1373.1,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000002031,
1373.79,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000002033,
