
Spine Attachment Pt Position
 ==================== 
Spine Attachment Pt Position X,Spine Attachment Pt Position Y,Spine Attachment Pt Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
-149.051,21745,1371.83,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000001546,
-149.595,21744.7,1371.95,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000001615,
-148.451,21744,1373.08,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000001617,
-157.426,21720.7,1375.19,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000001642,
-183.99,21719,1373.66,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000001684,
-157.459,21724.8,1373.91,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000002017,
-158.449,21725.5,1372.79,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000002018,
-156.01,21721.1,1374.61,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000002025,
-149.773,21744.6,1371.95,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000002026,
-149.505,21744.7,1371.95,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000002027,
-148.419,21745.1,1372.17,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000002028,
-148.363,21745.2,1372.69,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000002029,
-148.643,21744.1,1373.05,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000002030,
-154.905,21720.7,1373.1,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000002031,
-155.944,21724.1,1373.79,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000002033,
-157.319,21740.6,1373.17,µm,Spine,Spine Attachment Pt Position,1,2,1,100000000,610000001569,
-155.556,21741.8,1373.91,µm,Spine,Spine Attachment Pt Position,1,2,1,100000000,610000001783,
-154.229,21742.1,1373.56,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000002023,
-154.699,21742.1,1373.58,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000002024,
-156.822,21741.1,1373.36,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000002025,
-154.62,21722.9,1371.91,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000002029,
-154.308,21724,1371.62,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000002030,
-185.703,21718.6,1374.71,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000002027,
-186.823,21720.5,1373.57,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000002018,
-188.249,21718.9,1374.42,µm,Spine,Spine Attachment Pt Position,3,1,1,100000002,610000001701,
-189.824,21719.4,1374.45,µm,Spine,Spine Attachment Pt Position,3,1,1,100000002,610000001755,
-189.716,21719.1,1374.52,µm,Spine,Spine Attachment Pt Position,3,1,1,,610000002030,
-160.926,21726.2,1374.05,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000002019,
-188.124,21718.9,1373.88,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000002028,
-153.555,21738.8,1374.85,µm,Spine,Spine Attachment Pt Position,4,1,1,,610000002019,
-154.241,21740.1,1375.08,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000002017,
-153.625,21739.7,1374.91,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000002018,
-182.092,21722.6,1374.01,µm,Spine,Spine Attachment Pt Position,4,3,1,,610000002020,
-181.963,21723.2,1374.09,µm,Spine,Spine Attachment Pt Position,4,3,1,,610000002021,
-161.75,21725.9,1374.3,µm,Spine,Spine Attachment Pt Position,5,1,1,,610000002020,
-155.294,21737.1,1374.61,µm,Spine,Spine Attachment Pt Position,5,2,1,100000000,610000001631,
-160.752,21727.6,1374.08,µm,Spine,Spine Attachment Pt Position,5,2,1,100000001,610000001706,
-155.609,21737.1,1374.58,µm,Spine,Spine Attachment Pt Position,5,2,1,,610000002020,
-160.626,21728.8,1373.65,µm,Spine,Spine Attachment Pt Position,5,2,1,,610000002021,
-160.236,21729.3,1373.38,µm,Spine,Spine Attachment Pt Position,5,2,1,,610000002023,
-181.406,21724.2,1373.61,µm,Spine,Spine Attachment Pt Position,5,3,1,100000002,610000001599,
-180.644,21725,1373.16,µm,Spine,Spine Attachment Pt Position,5,3,1,100000002,610000001723,
-156.805,21736.5,1375.79,µm,Spine,Spine Attachment Pt Position,6,1,1,100000000,610000001577,
-156.685,21736.5,1375.87,µm,Spine,Spine Attachment Pt Position,6,1,1,,610000002022,
-159.21,21731.4,1373.07,µm,Spine,Spine Attachment Pt Position,6,2,1,100000001,610000001562,
-156.433,21736.3,1375.94,µm,Spine,Spine Attachment Pt Position,6,2,1,,610000002021,
-159.277,21731.4,1373.27,µm,Spine,Spine Attachment Pt Position,6,2,1,,610000002024,
-177.048,21725.1,1372.33,µm,Spine,Spine Attachment Pt Position,6,3,1,100000002,610000001555,
-174.507,21724.8,1372.81,µm,Spine,Spine Attachment Pt Position,6,3,1,100000002,610000001629,
-179.1,21725.3,1372.51,µm,Spine,Spine Attachment Pt Position,6,3,1,100000002,610000001742,
-177.598,21725,1372.06,µm,Spine,Spine Attachment Pt Position,6,3,1,100000002,610000001758,
-175.848,21725,1372.56,µm,Spine,Spine Attachment Pt Position,6,3,1,100000002,610000001768,
-178.925,21725.2,1372.47,µm,Spine,Spine Attachment Pt Position,6,3,1,,610000002022,
-176.113,21725,1372.62,µm,Spine,Spine Attachment Pt Position,6,3,1,,610000002023,
-176.022,21725,1372.63,µm,Spine,Spine Attachment Pt Position,6,3,1,,610000002024,
-175.23,21724.8,1372.59,µm,Spine,Spine Attachment Pt Position,6,3,1,,610000002025,
-174.775,21724.8,1372.74,µm,Spine,Spine Attachment Pt Position,6,3,1,,610000002026,
