
Filament No. Sholl Intersections
 ==================== 
Filament No. Sholl Intersections,Unit,Category,Radius,Time,ID,
4,,Filament,35.000,1,100000002,
1,,Filament,36.000,1,100000002,
2,,Filament,37.000,1,100000002,
1,,Filament,38.000,1,100000002,
2,,Filament,39.000,1,100000002,
1,,Filament,40.000,1,100000002,
1,,Filament,41.000,1,100000002,
0,,Filament,42.000,1,100000002,
0,,Filament,0.000,1,100000003,
0,,Filament,1.000,1,100000003,
0,,Filament,2.000,1,100000003,
0,,Filament,3.000,1,100000003,
0,,Filament,4.000,1,100000003,
1,,Filament,5.000,1,100000003,
2,,Filament,6.000,1,100000003,
5,,Filament,7.000,1,100000003,
5,,Filament,8.000,1,100000003,
4,,Filament,9.000,1,100000003,
5,,Filament,10.000,1,100000003,
4,,Filament,11.000,1,100000003,
3,,Filament,12.000,1,100000003,
3,,Filament,13.000,1,100000003,
2,,Filament,14.000,1,100000003,
4,,Filament,15.000,1,100000003,
6,,Filament,16.000,1,100000003,
7,,Filament,17.000,1,100000003,
6,,Filament,18.000,1,100000003,
6,,Filament,19.000,1,100000003,
6,,Filament,20.000,1,100000003,
7,,Filament,21.000,1,100000003,
7,,Filament,22.000,1,100000003,
9,,Filament,23.000,1,100000003,
7,,Filament,24.000,1,100000003,
5,,Filament,25.000,1,100000003,
6,,Filament,26.000,1,100000003,
8,,Filament,27.000,1,100000003,
9,,Filament,28.000,1,100000003,
9,,Filament,29.000,1,100000003,
10,,Filament,30.000,1,100000003,
8,,Filament,31.000,1,100000003,
9,,Filament,32.000,1,100000003,
10,,Filament,33.000,1,100000003,
11,,Filament,34.000,1,100000003,
7,,Filament,35.000,1,100000003,
7,,Filament,36.000,1,100000003,
7,,Filament,37.000,1,100000003,
5,,Filament,38.000,1,100000003,
6,,Filament,39.000,1,100000003,
4,,Filament,40.000,1,100000003,
4,,Filament,41.000,1,100000003,
4,,Filament,42.000,1,100000003,
1,,Filament,43.000,1,100000003,
1,,Filament,44.000,1,100000003,
1,,Filament,45.000,1,100000003,
2,,Filament,46.000,1,100000003,
1,,Filament,47.000,1,100000003,
1,,Filament,48.000,1,100000003,
0,,Filament,49.000,1,100000003,
0,,Filament,0.000,1,100000004,
0,,Filament,1.000,1,100000004,
0,,Filament,2.000,1,100000004,
3,,Filament,3.000,1,100000004,
4,,Filament,4.000,1,100000004,
5,,Filament,5.000,1,100000004,
5,,Filament,6.000,1,100000004,
4,,Filament,7.000,1,100000004,
7,,Filament,8.000,1,100000004,
6,,Filament,9.000,1,100000004,
6,,Filament,10.000,1,100000004,
6,,Filament,11.000,1,100000004,
6,,Filament,12.000,1,100000004,
6,,Filament,13.000,1,100000004,
5,,Filament,14.000,1,100000004,
5,,Filament,15.000,1,100000004,
5,,Filament,16.000,1,100000004,
4,,Filament,17.000,1,100000004,
4,,Filament,18.000,1,100000004,
4,,Filament,19.000,1,100000004,
5,,Filament,20.000,1,100000004,
5,,Filament,21.000,1,100000004,
8,,Filament,22.000,1,100000004,
7,,Filament,23.000,1,100000004,
4,,Filament,24.000,1,100000004,
3,,Filament,25.000,1,100000004,
5,,Filament,26.000,1,100000004,
2,,Filament,27.000,1,100000004,
2,,Filament,28.000,1,100000004,
5,,Filament,29.000,1,100000004,
2,,Filament,30.000,1,100000004,
1,,Filament,31.000,1,100000004,
2,,Filament,32.000,1,100000004,
2,,Filament,33.000,1,100000004,
4,,Filament,34.000,1,100000004,
5,,Filament,35.000,1,100000004,
2,,Filament,36.000,1,100000004,
2,,Filament,37.000,1,100000004,
2,,Filament,38.000,1,100000004,
2,,Filament,39.000,1,100000004,
0,,Filament,40.000,1,100000004,
