
Spine Attachment Pt Position Z
 ==================== 
Spine Attachment Pt Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1388.15,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000007722,
1387.74,µm,Spine,Spine Attachment Pt Position,10,5,1,100000002,610000007746,
1390.78,µm,Spine,Spine Attachment Pt Position,2,2,1,100000000,610000007759,
1395.41,µm,Spine,Spine Attachment Pt Position,4,2,1,100000004,610000007773,
1392.04,µm,Spine,Spine Attachment Pt Position,10,6,1,100000003,610000007798,
1400.04,µm,Spine,Spine Attachment Pt Position,10,2,1,100000003,610000007823,
1398.95,µm,Spine,Spine Attachment Pt Position,2,2,1,100000002,610000007826,
1408.31,µm,Spine,Spine Attachment Pt Position,3,1,1,100000002,610000007835,
1387.89,µm,Spine,Spine Attachment Pt Position,9,4,1,100000002,610000007838,
1395.04,µm,Spine,Spine Attachment Pt Position,1,1,1,100000002,610000007863,
1391.1,µm,Spine,Spine Attachment Pt Position,3,2,1,100000000,610000007865,
1406.5,µm,Spine,Spine Attachment Pt Position,2,2,1,100000004,610000007885,
1392.1,µm,Spine,Spine Attachment Pt Position,12,7,1,100000003,610000007899,
1391.95,µm,Spine,Spine Attachment Pt Position,3,1,1,100000000,610000007926,
1407.1,µm,Spine,Spine Attachment Pt Position,3,2,1,100000003,610000007928,
1393.4,µm,Spine,Spine Attachment Pt Position,3,1,1,100000002,610000007934,
1401.09,µm,Spine,Spine Attachment Pt Position,9,4,1,100000003,610000007950,
1404.11,µm,Spine,Spine Attachment Pt Position,5,5,1,100000002,610000007954,
1406.67,µm,Spine,Spine Attachment Pt Position,3,1,1,100000001,610000007967,
1399.64,µm,Spine,Spine Attachment Pt Position,4,2,1,100000001,610000007971,
1408.52,µm,Spine,Spine Attachment Pt Position,4,3,1,100000003,610000007975,
1402.82,µm,Spine,Spine Attachment Pt Position,3,1,1,100000001,610000007978,
1401.31,µm,Spine,Spine Attachment Pt Position,7,4,1,100000003,610000007980,
1388.17,µm,Spine,Spine Attachment Pt Position,7,5,1,100000001,610000007990,
1388.4,µm,Spine,Spine Attachment Pt Position,1,2,1,100000000,610000007992,
1390.62,µm,Spine,Spine Attachment Pt Position,7,3,1,100000002,610000007995,
1390.6,µm,Spine,Spine Attachment Pt Position,7,3,1,100000002,610000008007,
1406.24,µm,Spine,Spine Attachment Pt Position,7,2,1,100000001,610000008009,
1387.97,µm,Spine,Spine Attachment Pt Position,10,5,1,100000002,610000008019,
1388.6,µm,Spine,Spine Attachment Pt Position,4,4,1,100000001,610000008026,
1404.54,µm,Spine,Spine Attachment Pt Position,2,2,1,100000002,610000008028,
1401.93,µm,Spine,Spine Attachment Pt Position,7,2,1,100000001,610000008031,
1392,µm,Spine,Spine Attachment Pt Position,3,1,1,100000000,610000008035,
1393.71,µm,Spine,Spine Attachment Pt Position,6,3,1,100000002,610000008042,
1389.08,µm,Spine,Spine Attachment Pt Position,10,5,1,100000001,610000008044,
1396.73,µm,Spine,Spine Attachment Pt Position,3,2,1,100000002,610000008058,
1408.31,µm,Spine,Spine Attachment Pt Position,3,1,1,100000002,610000008065,
1392.71,µm,Spine,Spine Attachment Pt Position,5,3,1,100000001,610000008099,
1389.54,µm,Spine,Spine Attachment Pt Position,4,1,1,100000002,610000008103,
1388.51,µm,Spine,Spine Attachment Pt Position,5,1,1,100000003,610000008109,
1392.69,µm,Spine,Spine Attachment Pt Position,1,2,1,100000002,610000008112,
1388.95,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000008127,
1393.47,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000008130,
1408.33,µm,Spine,Spine Attachment Pt Position,0,1,1,100000004,610000008135,
1391.13,µm,Spine,Spine Attachment Pt Position,2,2,1,100000001,610000008145,
1390.19,µm,Spine,Spine Attachment Pt Position,12,5,1,100000003,610000008153,
1392.43,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000008234,
1392.19,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000008248,
1392.82,µm,Spine,Spine Attachment Pt Position,2,1,1,100000001,610000008264,
1391.29,µm,Spine,Spine Attachment Pt Position,10,5,1,100000001,610000008271,
1395.21,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000008487,
1390.69,µm,Spine,Spine Attachment Pt Position,11,7,1,,610000008487,
1393.49,µm,Spine,Spine Attachment Pt Position,10,4,1,,610000008487,
1400.35,µm,Spine,Spine Attachment Pt Position,9,3,1,,610000008488,
1398.82,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000008488,
1391.01,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000008488,
1406.29,µm,Spine,Spine Attachment Pt Position,7,3,1,,610000008488,
1391.17,µm,Spine,Spine Attachment Pt Position,10,7,1,,610000008488,
1402.91,µm,Spine,Spine Attachment Pt Position,6,2,1,,610000008489,
1391.84,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000008489,
1397.64,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000008489,
1390.81,µm,Spine,Spine Attachment Pt Position,8,6,1,,610000008489,
1393.17,µm,Spine,Spine Attachment Pt Position,5,4,1,,610000008490,
1391.74,µm,Spine,Spine Attachment Pt Position,12,4,1,,610000008490,
1405.31,µm,Spine,Spine Attachment Pt Position,4,3,1,,610000008490,
1392.56,µm,Spine,Spine Attachment Pt Position,9,5,1,,610000008490,
1397.17,µm,Spine,Spine Attachment Pt Position,18,4,1,,610000008490,
1397.76,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000008491,
1398.37,µm,Spine,Spine Attachment Pt Position,3,3,1,,610000008491,
1397.75,µm,Spine,Spine Attachment Pt Position,8,4,1,,610000008491,
1391.47,µm,Spine,Spine Attachment Pt Position,15,3,1,,610000008491,
1394.47,µm,Spine,Spine Attachment Pt Position,4,3,1,,610000008492,
1400.52,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000008492,
1401.59,µm,Spine,Spine Attachment Pt Position,8,4,1,,610000008492,
1391.37,µm,Spine,Spine Attachment Pt Position,15,3,1,,610000008492,
1389.29,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000008493,
1392.56,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000008493,
1409.41,µm,Spine,Spine Attachment Pt Position,7,3,1,,610000008493,
1390.93,µm,Spine,Spine Attachment Pt Position,14,3,1,,610000008493,
1401.41,µm,Spine,Spine Attachment Pt Position,5,2,1,,610000008494,
1390.07,µm,Spine,Spine Attachment Pt Position,11,3,1,,610000008494,
1397.91,µm,Spine,Spine Attachment Pt Position,4,3,1,,610000008494,
