
Spine Attachment Pt Position X
 ==================== 
Spine Attachment Pt Position X,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
-99.949,µm,Spine,Spine Attachment Pt Position,2,2,1,100000001,610000005273,
-97.733,µm,Spine,Spine Attachment Pt Position,2,2,1,100000001,610000005276,
-76.2018,µm,Spine,Spine Attachment Pt Position,23,6,1,100000002,610000005281,
-108.398,µm,Spine,Spine Attachment Pt Position,4,2,1,100000001,610000005283,
-71.6072,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000005287,
-79.1229,µm,Spine,Spine Attachment Pt Position,1,1,1,100000000,610000005296,
-77.3025,µm,Spine,Spine Attachment Pt Position,2,2,1,100000000,610000005300,
-98.4488,µm,Spine,Spine Attachment Pt Position,1,1,1,100000001,610000005306,
-72.5387,µm,Spine,Spine Attachment Pt Position,0,1,1,100000004,610000005309,
-68.2768,µm,Spine,Spine Attachment Pt Position,3,2,1,100000004,610000005314,
-102.909,µm,Spine,Spine Attachment Pt Position,6,1,1,100000001,610000005327,
-73.8287,µm,Spine,Spine Attachment Pt Position,15,7,1,100000002,610000005330,
-72.515,µm,Spine,Spine Attachment Pt Position,0,1,1,100000004,610000005340,
-66.2273,µm,Spine,Spine Attachment Pt Position,4,3,1,100000004,610000005371,
-66.068,µm,Spine,Spine Attachment Pt Position,1,1,1,100000000,610000005374,
-71.0517,µm,Spine,Spine Attachment Pt Position,13,5,1,100000002,610000005391,
-66.5513,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000005394,
-71.92,µm,Spine,Spine Attachment Pt Position,1,2,1,100000004,610000005406,
-70.6798,µm,Spine,Spine Attachment Pt Position,17,6,1,100000002,610000005409,
-100.329,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000005412,
-71.3851,µm,Spine,Spine Attachment Pt Position,13,6,1,100000002,610000005414,
-77.2649,µm,Spine,Spine Attachment Pt Position,17,7,1,100000002,610000005416,
-70.1735,µm,Spine,Spine Attachment Pt Position,3,1,1,100000004,610000005423,
-66.8702,µm,Spine,Spine Attachment Pt Position,9,4,1,100000002,610000005425,
-110.227,µm,Spine,Spine Attachment Pt Position,4,1,1,100000001,610000005434,
-61.8163,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000005445,
-74.6665,µm,Spine,Spine Attachment Pt Position,17,9,1,100000002,610000005460,
-70.1568,µm,Spine,Spine Attachment Pt Position,3,1,1,100000004,610000005466,
-98.814,µm,Spine,Spine Attachment Pt Position,5,3,1,100000001,610000005474,
-104.032,µm,Spine,Spine Attachment Pt Position,8,3,1,100000001,610000005476,
-70.1435,µm,Spine,Spine Attachment Pt Position,0,1,1,100000004,610000005486,
-62.2552,µm,Spine,Spine Attachment Pt Position,1,1,1,100000002,610000005488,
-107.061,µm,Spine,Spine Attachment Pt Position,3,2,1,100000001,610000005496,
-65.1224,µm,Spine,Spine Attachment Pt Position,8,4,1,100000002,610000005499,
-66.0246,µm,Spine,Spine Attachment Pt Position,1,1,1,100000000,610000005502,
-108.161,µm,Spine,Spine Attachment Pt Position,3,2,1,100000001,610000005519,
-70.8006,µm,Spine,Spine Attachment Pt Position,16,6,1,100000002,610000005533,
-74.7085,µm,Spine,Spine Attachment Pt Position,17,9,1,100000002,610000005581,
-66.2508,µm,Spine,Spine Attachment Pt Position,12,6,1,100000002,610000005584,
-66.3643,µm,Spine,Spine Attachment Pt Position,12,6,1,100000002,610000005610,
-96.0308,µm,Spine,Spine Attachment Pt Position,0,1,1,100000003,610000005629,
-73.0005,µm,Spine,Spine Attachment Pt Position,1,1,1,100000000,610000005638,
-73.9331,µm,Spine,Spine Attachment Pt Position,14,6,1,100000002,610000005642,
-63.2122,µm,Spine,Spine Attachment Pt Position,3,1,1,100000002,610000005664,
-106.011,µm,Spine,Spine Attachment Pt Position,2,1,1,100000001,610000005684,
-104.971,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000005706,
-63.2362,µm,Spine,Spine Attachment Pt Position,3,1,1,100000002,610000005715,
-73.8371,µm,Spine,Spine Attachment Pt Position,14,6,1,100000002,610000005719,
-70.9919,µm,Spine,Spine Attachment Pt Position,16,6,1,100000002,610000005737,
-98.4314,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000005950,
-70.2187,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000005950,
-109.845,µm,Spine,Spine Attachment Pt Position,5,3,1,,610000005950,
-62.7509,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000005950,
-77.1065,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000005951,
-110.26,µm,Spine,Spine Attachment Pt Position,5,2,1,,610000005951,
-100.794,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000005951,
-96.0197,µm,Spine,Spine Attachment Pt Position,6,2,1,,610000005952,
-76.4254,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000005952,
-63.1814,µm,Spine,Spine Attachment Pt Position,3,1,1,,610000005952,
-71.8894,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000005952,
-109.854,µm,Spine,Spine Attachment Pt Position,5,2,1,,610000005952,
-108.24,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000005953,
-95.8753,µm,Spine,Spine Attachment Pt Position,6,2,1,,610000005953,
-63.4331,µm,Spine,Spine Attachment Pt Position,3,1,1,,610000005953,
-70.8917,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000005953,
-72.2537,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000005953,
-70.7607,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000005954,
-65.0236,µm,Spine,Spine Attachment Pt Position,6,2,1,,610000005954,
-97.1945,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000005954,
-95.498,µm,Spine,Spine Attachment Pt Position,7,3,1,,610000005954,
-64.0385,µm,Spine,Spine Attachment Pt Position,5,2,1,,610000005954,
-64.3349,µm,Spine,Spine Attachment Pt Position,6,2,1,,610000005955,
-97.4358,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000005955,
-95.5332,µm,Spine,Spine Attachment Pt Position,7,3,1,,610000005955,
-101.591,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000005956,
-65.9455,µm,Spine,Spine Attachment Pt Position,6,3,1,,610000005956,
-73.5237,µm,Spine,Spine Attachment Pt Position,2,3,1,,610000005956,
-63.9869,µm,Spine,Spine Attachment Pt Position,7,2,1,,610000005956,
-100.762,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000005957,
-78.0319,µm,Spine,Spine Attachment Pt Position,6,4,1,,610000005957,
-64.4753,µm,Spine,Spine Attachment Pt Position,7,3,1,,610000005957,
-94.857,µm,Spine,Spine Attachment Pt Position,7,2,1,,610000005957,
-71.2152,µm,Spine,Spine Attachment Pt Position,3,4,1,,610000005957,
-66.0624,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000005958,
-101.108,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000005958,
-64.7698,µm,Spine,Spine Attachment Pt Position,7,3,1,,610000005958,
-79.7382,µm,Spine,Spine Attachment Pt Position,5,2,1,,610000005958,
-97.6334,µm,Spine,Spine Attachment Pt Position,8,4,1,,610000005958,
-80.1535,µm,Spine,Spine Attachment Pt Position,5,2,1,,610000005959,
-62.6853,µm,Spine,Spine Attachment Pt Position,4,3,1,,610000005959,
-66.4069,µm,Spine,Spine Attachment Pt Position,12,6,1,,610000005959,
-98.2422,µm,Spine,Spine Attachment Pt Position,6,3,1,,610000005960,
-66.4672,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000005960,
-66.5424,µm,Spine,Spine Attachment Pt Position,9,4,1,,610000005960,
-73.5627,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000005961,
-75.331,µm,Spine,Spine Attachment Pt Position,16,7,1,,610000005961,
-72.436,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000005962,
-100.813,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000005962,
-74.7611,µm,Spine,Spine Attachment Pt Position,15,7,1,,610000005962,
-105.215,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000005963,
-72.9805,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000005963,
-72.9392,µm,Spine,Spine Attachment Pt Position,13,6,1,,610000005963,
-105.014,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000005964,
-73.0279,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000005964,
-69.1758,µm,Spine,Spine Attachment Pt Position,15,7,1,,610000005964,
-72.9951,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000005965,
-108.875,µm,Spine,Spine Attachment Pt Position,5,2,1,,610000005965,
-68.8503,µm,Spine,Spine Attachment Pt Position,15,8,1,,610000005965,
-108.298,µm,Spine,Spine Attachment Pt Position,5,2,1,,610000005966,
-70.2261,µm,Spine,Spine Attachment Pt Position,11,5,1,,610000005966,
-107.067,µm,Spine,Spine Attachment Pt Position,5,3,1,,610000005967,
-69.597,µm,Spine,Spine Attachment Pt Position,11,5,1,,610000005967,
-106.466,µm,Spine,Spine Attachment Pt Position,4,1,1,,610000005968,
-69.7085,µm,Spine,Spine Attachment Pt Position,10,5,1,,610000005968,
-68.8721,µm,Spine,Spine Attachment Pt Position,10,5,1,,610000005969,
-71.2552,µm,Spine,Spine Attachment Pt Position,13,5,1,,610000005970,
-71.5764,µm,Spine,Spine Attachment Pt Position,14,5,1,,610000005971,
-70.7018,µm,Spine,Spine Attachment Pt Position,17,6,1,,610000005972,
-70.6819,µm,Spine,Spine Attachment Pt Position,17,6,1,,610000005974,
-70.7288,µm,Spine,Spine Attachment Pt Position,16,6,1,,610000005975,
-72.8023,µm,Spine,Spine Attachment Pt Position,16,6,1,,610000005976,
