
Spine Attachment Pt Position X
 ==================== 
Spine Attachment Pt Position X,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
-92.1718,µm,Spine,Spine Attachment Pt Position,6,2,1,100000001,610000004751,
-87.8168,µm,Spine,Spine Attachment Pt Position,12,4,1,100000001,610000004767,
-84.6075,µm,Spine,Spine Attachment Pt Position,6,2,1,100000001,610000004771,
-66.1558,µm,Spine,Spine Attachment Pt Position,4,3,1,100000003,610000004775,
-84.9835,µm,Spine,Spine Attachment Pt Position,4,3,1,100000001,610000004777,
-109.867,µm,Spine,Spine Attachment Pt Position,5,4,1,100000002,610000004780,
-86.2876,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000004783,
-83.6045,µm,Spine,Spine Attachment Pt Position,2,1,1,100000001,610000004788,
-90.4318,µm,Spine,Spine Attachment Pt Position,2,2,1,100000000,610000004791,
-89.8267,µm,Spine,Spine Attachment Pt Position,5,2,1,100000000,610000004793,
-104.961,µm,Spine,Spine Attachment Pt Position,2,3,1,100000002,610000004796,
-85.7769,µm,Spine,Spine Attachment Pt Position,6,1,1,100000001,610000004799,
-95.812,µm,Spine,Spine Attachment Pt Position,20,7,1,100000001,610000004805,
-67.1258,µm,Spine,Spine Attachment Pt Position,7,3,1,100000003,610000004807,
-101.735,µm,Spine,Spine Attachment Pt Position,1,2,1,100000002,610000004809,
-87.3427,µm,Spine,Spine Attachment Pt Position,7,2,1,100000001,610000004815,
-88.9435,µm,Spine,Spine Attachment Pt Position,8,1,1,100000000,610000004818,
-106.685,µm,Spine,Spine Attachment Pt Position,4,3,1,100000002,610000004820,
-97.4025,µm,Spine,Spine Attachment Pt Position,6,2,1,100000002,610000004827,
-86.8111,µm,Spine,Spine Attachment Pt Position,2,1,1,100000001,610000004830,
-101.429,µm,Spine,Spine Attachment Pt Position,3,2,1,100000002,610000004832,
-102.52,µm,Spine,Spine Attachment Pt Position,1,2,1,100000002,610000004834,
-102.182,µm,Spine,Spine Attachment Pt Position,1,1,1,100000002,610000004837,
-105.879,µm,Spine,Spine Attachment Pt Position,3,3,1,100000002,610000004839,
-102.16,µm,Spine,Spine Attachment Pt Position,8,4,1,100000002,610000004842,
-67.9497,µm,Spine,Spine Attachment Pt Position,6,3,1,100000003,610000004856,
-109.227,µm,Spine,Spine Attachment Pt Position,6,3,1,100000002,610000004864,
-68.3082,µm,Spine,Spine Attachment Pt Position,5,4,1,100000003,610000004874,
-105.76,µm,Spine,Spine Attachment Pt Position,3,3,1,100000002,610000004880,
-109.759,µm,Spine,Spine Attachment Pt Position,9,3,1,100000002,610000004884,
-107.678,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000004887,
-93.5749,µm,Spine,Spine Attachment Pt Position,19,6,1,100000001,610000004890,
-108.594,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000004897,
-102.901,µm,Spine,Spine Attachment Pt Position,2,2,1,100000002,610000004900,
-105.959,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000004905,
-69.7139,µm,Spine,Spine Attachment Pt Position,9,6,1,100000003,610000004909,
-82.9788,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000004916,
-108.738,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000004923,
-89.4842,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000004927,
-104.94,µm,Spine,Spine Attachment Pt Position,4,2,1,100000002,610000004933,
-93.8876,µm,Spine,Spine Attachment Pt Position,18,6,1,100000001,610000004949,
-89.3947,µm,Spine,Spine Attachment Pt Position,5,1,1,100000000,610000004953,
-68.0668,µm,Spine,Spine Attachment Pt Position,6,3,1,100000003,610000004972,
-95.181,µm,Spine,Spine Attachment Pt Position,4,3,1,100000000,610000004976,
-88.7978,µm,Spine,Spine Attachment Pt Position,13,4,1,100000001,610000004978,
-66.6711,µm,Spine,Spine Attachment Pt Position,4,3,1,100000003,610000004981,
-69.5872,µm,Spine,Spine Attachment Pt Position,8,5,1,100000003,610000004984,
-108.966,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000005000,
-83.2087,µm,Spine,Spine Attachment Pt Position,2,1,1,100000001,610000005005,
-62.5974,µm,Spine,Spine Attachment Pt Position,6,5,1,100000003,610000005007,
-109.053,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000005015,
-84.0375,µm,Spine,Spine Attachment Pt Position,5,1,1,100000001,610000005017,
-103.6,µm,Spine,Spine Attachment Pt Position,2,2,1,100000002,610000005038,
-97.8602,µm,Spine,Spine Attachment Pt Position,5,4,1,100000002,610000005062,
-110.104,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000005073,
-68.1131,µm,Spine,Spine Attachment Pt Position,6,3,1,100000003,610000005081,
-68.0727,µm,Spine,Spine Attachment Pt Position,7,3,1,100000003,610000005093,
-102.609,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000005322,
-83.0523,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000005322,
