
Spine Attachment Pt Position
 ==================== 
Spine Attachment Pt Position X,Spine Attachment Pt Position Y,Spine Attachment Pt Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
-20793.5,19128.9,1480.52,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000005197,
-20749.6,19107.3,1479.33,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000005222,
-20753.7,19122.1,1479.99,µm,Spine,Spine Attachment Pt Position,0,1,1,100000003,610000005268,
-20783,19118.1,1478.7,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000005308,
-20747.1,19111.7,1478.15,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000005321,
-20748.1,19109.7,1477.61,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000005421,
-20793,19130.1,1476.65,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000005445,
-20747.9,19109.9,1478.08,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000005647,
-20792,19130,1476.81,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000005648,
-20790.2,19131,1476.55,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000005649,
-20745.4,19111,1477.8,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000005652,
-20747.1,19108.2,1477.98,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000005654,
-20747,19108,1477.87,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000005655,
-20747.1,19107.3,1477.52,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000005656,
-20793.1,19129,1480.49,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000005669,
-20778,19116.9,1478.8,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000005673,
-20755.4,19123.5,1480.52,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000005674,
-20755.4,19123.6,1480.52,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000005675,
-20754.3,19123,1480.04,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000005676,
-20780.4,19117.1,1477.75,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000005686,
-20789.3,19131.2,1476.3,µm,Spine,Spine Attachment Pt Position,1,1,1,100000001,610000005121,
-20757.8,19125.7,1478.09,µm,Spine,Spine Attachment Pt Position,1,1,1,100000003,610000005181,
-20758.1,19125.4,1478.05,µm,Spine,Spine Attachment Pt Position,1,1,1,100000003,610000005327,
-20750.2,19106.3,1479.8,µm,Spine,Spine Attachment Pt Position,1,1,1,100000000,610000005333,
-20758.9,19120.1,1477.82,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000005648,
-20784.2,19112.6,1479.29,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000005654,
-20789.5,19131.2,1476.4,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000005659,
-20788,19129.4,1478.63,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000005667,
-20777.4,19117.3,1478.71,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000005674,
-20745.6,19115.4,1476.76,µm,Spine,Spine Attachment Pt Position,1,2,1,100000000,610000005270,
-20776.8,19118.3,1480.19,µm,Spine,Spine Attachment Pt Position,1,2,1,100000002,610000005312,
-20761.4,19119.8,1477.06,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000005647,
-20745.1,19113.3,1477,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000005653,
-20784.2,19115.6,1479.21,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000005683,
-20767.6,19124.2,1480.15,µm,Spine,Spine Attachment Pt Position,10,5,1,,610000005672,
-20766.4,19122.6,1479.55,µm,Spine,Spine Attachment Pt Position,11,4,1,,610000005670,
-20766.5,19122.6,1479.77,µm,Spine,Spine Attachment Pt Position,11,4,1,,610000005671,
-20766.2,19122,1479.71,µm,Spine,Spine Attachment Pt Position,11,5,1,,610000005669,
-20786.4,19129.3,1480.13,µm,Spine,Spine Attachment Pt Position,2,1,1,100000001,610000005310,
-20761.6,19124.7,1478.09,µm,Spine,Spine Attachment Pt Position,2,1,1,100000003,610000005464,
-20783.2,19110.6,1479.33,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000005648,
-20758,19119.1,1478.07,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000005650,
-20763.5,19121.3,1479.13,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000005668,
-20762.9,19122,1478.67,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000005669,
-20776.3,19117.7,1478.45,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000005675,
-20761.6,19124.5,1477.62,µm,Spine,Spine Attachment Pt Position,2,2,1,100000003,610000005137,
-20788.8,19134.6,1476.56,µm,Spine,Spine Attachment Pt Position,2,2,1,100000001,610000005169,
-20782.2,19110.4,1479.18,µm,Spine,Spine Attachment Pt Position,2,2,1,100000002,610000005209,
-20781.9,19109.4,1479.06,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000005649,
-20762.4,19124.8,1476.89,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000005657,
-20788.3,19131.8,1476.14,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000005658,
-20789.7,19134.1,1476.14,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000005663,
-20776.8,19119.9,1480.51,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000005664,
-20776.7,19119.6,1480.32,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000005665,
-20762.8,19122.3,1478.13,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000005670,
-20756.2,19126.9,1476.81,µm,Spine,Spine Attachment Pt Position,3,1,1,100000003,610000005290,
-20756.6,19126.8,1477.03,µm,Spine,Spine Attachment Pt Position,3,1,1,100000003,610000005319,
-20761.6,19126.5,1478.47,µm,Spine,Spine Attachment Pt Position,3,1,1,100000003,610000005331,
-20775.4,19117.6,1478.19,µm,Spine,Spine Attachment Pt Position,3,1,1,100000002,610000005357,
-20761.8,19125.2,1478.34,µm,Spine,Spine Attachment Pt Position,3,1,1,,610000005659,
-20788.4,19134.3,1479.72,µm,Spine,Spine Attachment Pt Position,3,1,1,,610000005666,
-20775.5,19117.6,1478.2,µm,Spine,Spine Attachment Pt Position,3,1,1,,610000005676,
-20775.1,19117.4,1478.16,µm,Spine,Spine Attachment Pt Position,3,1,1,,610000005677,
-20774.8,19117.4,1478.18,µm,Spine,Spine Attachment Pt Position,3,1,1,,610000005678,
-20757.6,19126.4,1477.49,µm,Spine,Spine Attachment Pt Position,3,1,1,,610000005679,
-20786.7,19131.8,1476.45,µm,Spine,Spine Attachment Pt Position,3,2,1,100000001,610000005286,
-20789.3,19127.6,1476.7,µm,Spine,Spine Attachment Pt Position,3,2,1,100000001,610000005336,
-20786.4,19115.2,1480.33,µm,Spine,Spine Attachment Pt Position,3,2,1,100000002,610000005359,
-20780.7,19108.6,1479.05,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000005650,
