
Spine Attachment Pt Position Z
 ==================== 
Spine Attachment Pt Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1374.27,µm,Spine,Spine Attachment Pt Position,0,1,1,100000003,610000003284,
1373.35,µm,Spine,Spine Attachment Pt Position,2,2,1,100000003,610000003287,
1375.25,µm,Spine,Spine Attachment Pt Position,11,4,1,100000000,610000003299,
1374.68,µm,Spine,Spine Attachment Pt Position,1,2,1,100000001,610000003301,
1374.11,µm,Spine,Spine Attachment Pt Position,3,2,1,100000002,610000003303,
1376.18,µm,Spine,Spine Attachment Pt Position,1,2,1,100000000,610000003310,
1375.37,µm,Spine,Spine Attachment Pt Position,2,2,1,100000001,610000003314,
1375.04,µm,Spine,Spine Attachment Pt Position,10,4,1,100000000,610000003317,
1376.07,µm,Spine,Spine Attachment Pt Position,5,2,1,100000000,610000003323,
1375.28,µm,Spine,Spine Attachment Pt Position,3,1,1,100000001,610000003326,
1372.89,µm,Spine,Spine Attachment Pt Position,3,1,1,100000002,610000003339,
1376.46,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000003418,
1373.96,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000003418,
1373.46,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000003418,
1373.46,µm,Spine,Spine Attachment Pt Position,4,3,1,,610000003419,
1374.03,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000003419,
1376.31,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000003419,
1376.38,µm,Spine,Spine Attachment Pt Position,6,3,1,,610000003420,
1374.67,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000003420,
1374.98,µm,Spine,Spine Attachment Pt Position,3,3,1,,610000003421,
1374.5,µm,Spine,Spine Attachment Pt Position,12,4,1,,610000003421,
1375.59,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000003422,
1375.06,µm,Spine,Spine Attachment Pt Position,11,3,1,,610000003422,
1373.47,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000003423,
1374.2,µm,Spine,Spine Attachment Pt Position,10,4,1,,610000003423,
1372.94,µm,Spine,Spine Attachment Pt Position,5,3,1,,610000003424,
1374.95,µm,Spine,Spine Attachment Pt Position,8,4,1,,610000003424,
1372.94,µm,Spine,Spine Attachment Pt Position,7,3,1,,610000003425,
1375.18,µm,Spine,Spine Attachment Pt Position,13,5,1,,610000003425,
1375.35,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000003426,
1375.09,µm,Spine,Spine Attachment Pt Position,13,6,1,,610000003426,
1376.08,µm,Spine,Spine Attachment Pt Position,6,2,1,,610000003427,
1375.21,µm,Spine,Spine Attachment Pt Position,12,4,1,,610000003427,
1373.23,µm,Spine,Spine Attachment Pt Position,16,6,1,,610000003428,
1374.21,µm,Spine,Spine Attachment Pt Position,20,6,1,,610000003429,
1372.78,µm,Spine,Spine Attachment Pt Position,20,5,1,,610000003430,
1376.01,µm,Spine,Spine Attachment Pt Position,23,9,1,,610000003431,
