
Spine Attachment Pt Position Z
 ==================== 
Spine Attachment Pt Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1549.69,µm,Spine,Spine Attachment Pt Position,2,1,1,100000002,610000005120,
1553.81,µm,Spine,Spine Attachment Pt Position,3,3,1,100000001,610000005137,
1540.31,µm,Spine,Spine Attachment Pt Position,9,7,1,100000001,610000005148,
1552.82,µm,Spine,Spine Attachment Pt Position,4,3,1,100000000,610000005151,
1540.94,µm,Spine,Spine Attachment Pt Position,1,1,1,100000002,610000005154,
1548.12,µm,Spine,Spine Attachment Pt Position,2,1,1,100000002,610000005156,
1552.23,µm,Spine,Spine Attachment Pt Position,8,3,1,100000000,610000005163,
1539.99,µm,Spine,Spine Attachment Pt Position,1,2,1,100000002,610000005174,
1543.93,µm,Spine,Spine Attachment Pt Position,5,2,1,100000000,610000005176,
1540.18,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000005178,
1556.69,µm,Spine,Spine Attachment Pt Position,2,2,1,100000000,610000005192,
1545.11,µm,Spine,Spine Attachment Pt Position,3,3,1,100000000,610000005200,
1548.96,µm,Spine,Spine Attachment Pt Position,11,7,1,100000001,610000005202,
1541.66,µm,Spine,Spine Attachment Pt Position,2,1,1,100000002,610000005207,
1554.82,µm,Spine,Spine Attachment Pt Position,3,2,1,100000001,610000005211,
1544.32,µm,Spine,Spine Attachment Pt Position,5,3,1,100000000,610000005213,
1554.94,µm,Spine,Spine Attachment Pt Position,1,1,1,100000001,610000005215,
1553.56,µm,Spine,Spine Attachment Pt Position,6,3,1,100000000,610000005233,
1541.35,µm,Spine,Spine Attachment Pt Position,10,4,1,100000000,610000005236,
1555.59,µm,Spine,Spine Attachment Pt Position,3,2,1,100000002,610000005238,
1546.22,µm,Spine,Spine Attachment Pt Position,2,1,1,100000000,610000005244,
1544.92,µm,Spine,Spine Attachment Pt Position,4,2,1,100000000,610000005246,
1555.9,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000005250,
1553.69,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000005252,
1546.2,µm,Spine,Spine Attachment Pt Position,4,2,1,100000000,610000005254,
1541.01,µm,Spine,Spine Attachment Pt Position,8,3,1,100000001,610000005258,
1547.92,µm,Spine,Spine Attachment Pt Position,8,6,1,100000001,610000005270,
1549.85,µm,Spine,Spine Attachment Pt Position,2,1,1,100000000,610000005272,
1543.89,µm,Spine,Spine Attachment Pt Position,4,2,1,100000001,610000005277,
1540.96,µm,Spine,Spine Attachment Pt Position,6,3,1,100000000,610000005297,
1543.94,µm,Spine,Spine Attachment Pt Position,4,2,1,100000001,610000005348,
1548.48,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000005464,
1555.73,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000005464,
1541.28,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000005465,
1556.8,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000005465,
1544.95,µm,Spine,Spine Attachment Pt Position,3,3,1,,610000005465,
1540,µm,Spine,Spine Attachment Pt Position,6,4,1,,610000005466,
1541.51,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000005466,
1544.18,µm,Spine,Spine Attachment Pt Position,5,3,1,,610000005467,
1543.32,µm,Spine,Spine Attachment Pt Position,8,4,1,,610000005467,
1541.18,µm,Spine,Spine Attachment Pt Position,8,3,1,,610000005468,
1541.69,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000005468,
1544.32,µm,Spine,Spine Attachment Pt Position,5,3,1,,610000005468,
1541.66,µm,Spine,Spine Attachment Pt Position,11,3,1,,610000005469,
1540.71,µm,Spine,Spine Attachment Pt Position,7,4,1,,610000005469,
1542.11,µm,Spine,Spine Attachment Pt Position,10,2,1,,610000005470,
1542.49,µm,Spine,Spine Attachment Pt Position,7,4,1,,610000005470,
1556.01,µm,Spine,Spine Attachment Pt Position,9,5,1,,610000005471,
1555.82,µm,Spine,Spine Attachment Pt Position,9,5,1,,610000005472,
1549.94,µm,Spine,Spine Attachment Pt Position,13,9,1,,610000005472,
1551.51,µm,Spine,Spine Attachment Pt Position,10,6,1,,610000005473,
1554.94,µm,Spine,Spine Attachment Pt Position,9,5,1,,610000005473,
1553.12,µm,Spine,Spine Attachment Pt Position,10,7,1,,610000005474,
1550.14,µm,Spine,Spine Attachment Pt Position,9,6,1,,610000005474,
1553.43,µm,Spine,Spine Attachment Pt Position,9,7,1,,610000005475,
1555.81,µm,Spine,Spine Attachment Pt Position,10,6,1,,610000005476,
1552.93,µm,Spine,Spine Attachment Pt Position,9,7,1,,610000005476,
1555.56,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000005477,
1552.87,µm,Spine,Spine Attachment Pt Position,9,7,1,,610000005477,
1556.19,µm,Spine,Spine Attachment Pt Position,4,4,1,,610000005478,
1552.35,µm,Spine,Spine Attachment Pt Position,13,8,1,,610000005478,
1555.93,µm,Spine,Spine Attachment Pt Position,4,4,1,,610000005479,
1553.91,µm,Spine,Spine Attachment Pt Position,11,9,1,,610000005479,
1546.97,µm,Spine,Spine Attachment Pt Position,9,6,1,,610000005480,
1555.83,µm,Spine,Spine Attachment Pt Position,12,9,1,,610000005480,
1553.01,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000005481,
1540.04,µm,Spine,Spine Attachment Pt Position,9,7,1,,610000005481,
1551.26,µm,Spine,Spine Attachment Pt Position,6,3,1,,610000005482,
1550.96,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000005482,
1547.43,µm,Spine,Spine Attachment Pt Position,9,3,1,,610000005483,
1552.14,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000005483,
1548.49,µm,Spine,Spine Attachment Pt Position,9,3,1,,610000005484,
1548.25,µm,Spine,Spine Attachment Pt Position,6,4,1,,610000005484,
1547.43,µm,Spine,Spine Attachment Pt Position,6,4,1,,610000005485,
1544.47,µm,Spine,Spine Attachment Pt Position,9,4,1,,610000005485,
1552.52,µm,Spine,Spine Attachment Pt Position,8,3,1,,610000005486,
1547.3,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000005486,
1554.88,µm,Spine,Spine Attachment Pt Position,6,2,1,,610000005487,
1555.83,µm,Spine,Spine Attachment Pt Position,4,4,1,,610000005487,
1556.16,µm,Spine,Spine Attachment Pt Position,5,2,1,,610000005488,
1555.92,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000005488,
1555.61,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000005489,
1555.83,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000005489,
1550.28,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000005490,
1550.04,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000005491,
1544.05,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000005492,
1546.3,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000005493,
1543.27,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000005494,
1548.86,µm,Spine,Spine Attachment Pt Position,4,3,1,,610000005495,
1548.97,µm,Spine,Spine Attachment Pt Position,4,3,1,,610000005496,
1554.17,µm,Spine,Spine Attachment Pt Position,8,5,1,,610000005497,
1553.63,µm,Spine,Spine Attachment Pt Position,8,5,1,,610000005498,
