
Spine Attachment Pt Position X
 ==================== 
Spine Attachment Pt Position X,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
-318.699,µm,Spine,Spine Attachment Pt Position,9,3,1,100000000,610000002852,
-314.868,µm,Spine,Spine Attachment Pt Position,4,1,1,100000000,610000002855,
-329.216,µm,Spine,Spine Attachment Pt Position,5,4,1,100000000,610000002857,
-294.479,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000002863,
-326.174,µm,Spine,Spine Attachment Pt Position,3,2,1,100000000,610000002867,
-309.002,µm,Spine,Spine Attachment Pt Position,8,4,1,100000000,610000002869,
-291.813,µm,Spine,Spine Attachment Pt Position,4,3,1,100000001,610000002871,
-325.311,µm,Spine,Spine Attachment Pt Position,5,4,1,100000000,610000002874,
-317.539,µm,Spine,Spine Attachment Pt Position,2,1,1,100000000,610000002878,
-298.176,µm,Spine,Spine Attachment Pt Position,2,2,1,100000002,610000002881,
-291.817,µm,Spine,Spine Attachment Pt Position,4,3,1,100000001,610000002883,
-328.118,µm,Spine,Spine Attachment Pt Position,1,2,1,100000000,610000002894,
-323.735,µm,Spine,Spine Attachment Pt Position,2,2,1,100000000,610000002907,
-321.901,µm,Spine,Spine Attachment Pt Position,1,1,1,100000000,610000002924,
-291.965,µm,Spine,Spine Attachment Pt Position,3,1,1,100000001,610000002932,
-299.363,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000002935,
-325.447,µm,Spine,Spine Attachment Pt Position,2,2,1,100000000,610000002940,
-291.831,µm,Spine,Spine Attachment Pt Position,3,1,1,100000001,610000002947,
-298.038,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000002951,
-292.906,µm,Spine,Spine Attachment Pt Position,1,1,1,100000001,610000002957,
-317.135,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000003056,
-298.693,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000003056,
-317.284,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000003057,
-300.548,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000003057,
-302.149,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000003058,
-316.695,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000003058,
-293.169,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000003058,
-315.987,µm,Spine,Spine Attachment Pt Position,5,4,1,,610000003059,
-292.766,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000003059,
-300.59,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000003060,
-312.802,µm,Spine,Spine Attachment Pt Position,7,2,1,,610000003060,
-291.334,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000003060,
-313.049,µm,Spine,Spine Attachment Pt Position,7,2,1,,610000003061,
-296.124,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000003061,
-314.4,µm,Spine,Spine Attachment Pt Position,6,1,1,,610000003062,
-315.737,µm,Spine,Spine Attachment Pt Position,6,2,1,,610000003063,
-314.908,µm,Spine,Spine Attachment Pt Position,4,1,1,,610000003064,
-313.732,µm,Spine,Spine Attachment Pt Position,5,2,1,,610000003065,
-321.49,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000003067,
-329.325,µm,Spine,Spine Attachment Pt Position,6,4,1,,610000003068,
-329.91,µm,Spine,Spine Attachment Pt Position,9,6,1,,610000003069,
-327.693,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000003070,
-323.935,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000003071,
-318.804,µm,Spine,Spine Attachment Pt Position,9,3,1,,610000003072,
-318.601,µm,Spine,Spine Attachment Pt Position,9,3,1,,610000003073,
-321.494,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000003074,
-322.721,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000003075,
