
Spine Attachment Pt Position X
 ==================== 
Spine Attachment Pt Position X,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1382.31,µm,Spine,Spine Attachment Pt Position,1,2,1,100000001,610000003228,
1368.82,µm,Spine,Spine Attachment Pt Position,4,3,1,100000000,610000003372,
1380.68,µm,Spine,Spine Attachment Pt Position,3,4,1,100000001,610000003404,
1368.87,µm,Spine,Spine Attachment Pt Position,2,1,1,100000000,610000003539,
1369.77,µm,Spine,Spine Attachment Pt Position,4,3,1,100000000,610000003557,
1367.69,µm,Spine,Spine Attachment Pt Position,1,2,1,100000000,610000003569,
1361.7,µm,Spine,Spine Attachment Pt Position,4,3,1,100000000,610000003571,
1366.93,µm,Spine,Spine Attachment Pt Position,1,1,1,100000001,610000003575,
1362.07,µm,Spine,Spine Attachment Pt Position,1,1,1,100000000,610000003589,
1368.01,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000003602,
1362.09,µm,Spine,Spine Attachment Pt Position,1,1,1,100000000,610000003608,
1394.91,µm,Spine,Spine Attachment Pt Position,7,3,1,100000000,610000003619,
1367.76,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000003657,
1388.01,µm,Spine,Spine Attachment Pt Position,3,3,1,100000001,610000003664,
1363.31,µm,Spine,Spine Attachment Pt Position,2,2,1,100000000,610000003675,
1357.91,µm,Spine,Spine Attachment Pt Position,2,2,1,100000000,610000003683,
1360.68,µm,Spine,Spine Attachment Pt Position,1,2,1,100000000,610000003708,
1369.21,µm,Spine,Spine Attachment Pt Position,2,1,1,100000000,610000003713,
1378.52,µm,Spine,Spine Attachment Pt Position,1,1,1,100000001,610000003715,
1358.39,µm,Spine,Spine Attachment Pt Position,6,2,1,100000001,610000003723,
1377.66,µm,Spine,Spine Attachment Pt Position,4,1,1,100000000,610000003735,
1362.09,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000003746,
1370.19,µm,Spine,Spine Attachment Pt Position,3,2,1,100000000,610000003753,
1360.23,µm,Spine,Spine Attachment Pt Position,1,2,1,100000000,610000003756,
1362.63,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000003762,
1370.41,µm,Spine,Spine Attachment Pt Position,2,2,1,100000001,610000003764,
1370.77,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000003776,
1373.75,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000003778,
1370.32,µm,Spine,Spine Attachment Pt Position,2,2,1,100000001,610000003785,
1381.15,µm,Spine,Spine Attachment Pt Position,3,3,1,100000001,610000003789,
1364.71,µm,Spine,Spine Attachment Pt Position,3,2,1,100000000,610000003807,
1369.59,µm,Spine,Spine Attachment Pt Position,2,1,1,100000000,610000003844,
1350.65,µm,Spine,Spine Attachment Pt Position,2,3,1,100000000,610000003856,
1365.49,µm,Spine,Spine Attachment Pt Position,3,2,1,100000001,610000003869,
1370.73,µm,Spine,Spine Attachment Pt Position,1,2,1,100000001,610000003876,
1377.51,µm,Spine,Spine Attachment Pt Position,4,1,1,100000000,610000003888,
1359.08,µm,Spine,Spine Attachment Pt Position,6,3,1,100000001,610000003890,
1375.2,µm,Spine,Spine Attachment Pt Position,4,2,1,100000000,610000003914,
1371.53,µm,Spine,Spine Attachment Pt Position,4,3,1,100000000,610000003919,
1368.54,µm,Spine,Spine Attachment Pt Position,2,2,1,100000001,610000003928,
1369.74,µm,Spine,Spine Attachment Pt Position,2,1,1,100000000,610000003930,
1375.16,µm,Spine,Spine Attachment Pt Position,4,2,1,100000000,610000003932,
1369.99,µm,Spine,Spine Attachment Pt Position,3,2,1,100000000,610000003934,
1387.71,µm,Spine,Spine Attachment Pt Position,3,3,1,100000001,610000003940,
