
Spine Attachment Pt Position Y
 ==================== 
Spine Attachment Pt Position Y,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
19705.4,µm,Spine,Spine Attachment Pt Position,6,4,1,100000001,610000001289,
19698.9,µm,Spine,Spine Attachment Pt Position,3,4,1,100000001,610000001298,
19664.6,µm,Spine,Spine Attachment Pt Position,1,1,1,100000002,610000001300,
19658.3,µm,Spine,Spine Attachment Pt Position,3,2,1,100000002,610000001311,
19705.2,µm,Spine,Spine Attachment Pt Position,5,3,1,100000001,610000001314,
19703.1,µm,Spine,Spine Attachment Pt Position,4,4,1,100000001,610000001338,
19662.1,µm,Spine,Spine Attachment Pt Position,1,1,1,100000002,610000001349,
19703.3,µm,Spine,Spine Attachment Pt Position,4,3,1,100000001,610000001352,
19696.2,µm,Spine,Spine Attachment Pt Position,1,2,1,100000001,610000001354,
19692.7,µm,Spine,Spine Attachment Pt Position,4,3,1,100000001,610000001357,
19690.5,µm,Spine,Spine Attachment Pt Position,3,1,1,100000001,610000001363,
19659.7,µm,Spine,Spine Attachment Pt Position,3,2,1,100000002,610000001375,
19696.5,µm,Spine,Spine Attachment Pt Position,1,2,1,100000001,610000001377,
19696.6,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000001382,
19691.1,µm,Spine,Spine Attachment Pt Position,2,1,1,100000001,610000001384,
19690.4,µm,Spine,Spine Attachment Pt Position,3,1,1,100000001,610000001390,
19658.5,µm,Spine,Spine Attachment Pt Position,3,2,1,100000002,610000001392,
19697.1,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000001398,
19698.1,µm,Spine,Spine Attachment Pt Position,3,4,1,100000001,610000001400,
19690.5,µm,Spine,Spine Attachment Pt Position,3,1,1,100000001,610000001407,
19699.8,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000001413,
19705,µm,Spine,Spine Attachment Pt Position,6,3,1,100000001,610000001415,
19690.9,µm,Spine,Spine Attachment Pt Position,3,1,1,100000001,610000001419,
19701,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000001422,
19690.4,µm,Spine,Spine Attachment Pt Position,3,1,1,100000001,610000001426,
19660.8,µm,Spine,Spine Attachment Pt Position,2,1,1,100000002,610000001430,
19690.8,µm,Spine,Spine Attachment Pt Position,3,1,1,100000001,610000001446,
19690.4,µm,Spine,Spine Attachment Pt Position,3,1,1,100000001,610000001461,
19662.1,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000001528,
19701.1,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000001528,
19697.8,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000001528,
19659.4,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000001529,
19700.6,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000001529,
19697.3,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000001529,
19701.8,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000001530,
19665.7,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000001530,
19697.3,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000001530,
19702.5,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000001531,
19665.7,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000001531,
19697.4,µm,Spine,Spine Attachment Pt Position,3,3,1,,610000001531,
19665.7,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000001532,
19702.6,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000001532,
19703.1,µm,Spine,Spine Attachment Pt Position,4,4,1,,610000001532,
19665.5,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000001533,
19703.5,µm,Spine,Spine Attachment Pt Position,4,3,1,,610000001533,
19695.3,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000001534,
19664.1,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000001535,
19691.9,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000001536,
19691.8,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000001537,
19691.6,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000001538,
19691.1,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000001539,
19692.4,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000001540,
19692.4,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000001541,
19691.5,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000001542,
19691.3,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000001543,
19690.6,µm,Spine,Spine Attachment Pt Position,3,1,1,,610000001544,
19697.1,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000001545,
19696.7,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000001546,
19696.6,µm,Spine,Spine Attachment Pt Position,3,3,1,,610000001547,
19696.7,µm,Spine,Spine Attachment Pt Position,3,3,1,,610000001548,
19697.9,µm,Spine,Spine Attachment Pt Position,3,4,1,,610000001549,
19695.6,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000001550,
19694.7,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000001551,
19700.8,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000001552,
