
Spine Attachment Pt Position Y
 ==================== 
Spine Attachment Pt Position Y,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
15662.4,µm,Spine,Spine Attachment Pt Position,3,2,1,100000000,610000002029,
15655.1,µm,Spine,Spine Attachment Pt Position,5,2,1,100000001,610000002048,
15626.5,µm,Spine,Spine Attachment Pt Position,4,2,1,100000002,610000002111,
15623.2,µm,Spine,Spine Attachment Pt Position,7,3,1,100000002,610000002128,
15624.2,µm,Spine,Spine Attachment Pt Position,7,4,1,100000002,610000002139,
15660.1,µm,Spine,Spine Attachment Pt Position,4,2,1,100000000,610000002156,
15658.6,µm,Spine,Spine Attachment Pt Position,4,4,1,100000000,610000002195,
15624.2,µm,Spine,Spine Attachment Pt Position,5,1,1,100000002,610000002210,
15659.7,µm,Spine,Spine Attachment Pt Position,4,2,1,100000001,610000002215,
15655.6,µm,Spine,Spine Attachment Pt Position,4,1,1,100000001,610000002217,
15664,µm,Spine,Spine Attachment Pt Position,1,2,1,100000000,610000002234,
15627,µm,Spine,Spine Attachment Pt Position,3,1,1,100000002,610000002243,
15629.7,µm,Spine,Spine Attachment Pt Position,2,3,1,100000002,610000002247,
15630.8,µm,Spine,Spine Attachment Pt Position,4,3,1,100000002,610000002268,
15630.2,µm,Spine,Spine Attachment Pt Position,3,3,1,100000002,610000002270,
15664.4,µm,Spine,Spine Attachment Pt Position,3,3,1,100000000,610000002272,
15657.7,µm,Spine,Spine Attachment Pt Position,3,2,1,100000000,610000002275,
15636.5,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000002280,
15656.7,µm,Spine,Spine Attachment Pt Position,1,2,1,100000001,610000002283,
15658.4,µm,Spine,Spine Attachment Pt Position,2,2,1,100000000,610000002285,
15656.4,µm,Spine,Spine Attachment Pt Position,1,2,1,100000001,610000002289,
15656.8,µm,Spine,Spine Attachment Pt Position,4,4,1,100000000,610000002306,
15633.9,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000002313,
15628.5,µm,Spine,Spine Attachment Pt Position,3,2,1,100000002,610000002318,
15627.5,µm,Spine,Spine Attachment Pt Position,3,2,1,100000002,610000002321,
15657.8,µm,Spine,Spine Attachment Pt Position,2,3,1,100000001,610000002336,
15625.1,µm,Spine,Spine Attachment Pt Position,4,1,1,100000002,610000002341,
15655.6,µm,Spine,Spine Attachment Pt Position,3,1,1,100000001,610000002351,
15624.6,µm,Spine,Spine Attachment Pt Position,5,1,1,100000002,610000002364,
15623.3,µm,Spine,Spine Attachment Pt Position,7,3,1,100000002,610000002388,
15635.9,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000002398,
15629.2,µm,Spine,Spine Attachment Pt Position,2,2,1,100000002,610000002417,
15629.3,µm,Spine,Spine Attachment Pt Position,2,2,1,100000002,610000002424,
15655.2,µm,Spine,Spine Attachment Pt Position,4,2,1,100000001,610000002432,
15622.8,µm,Spine,Spine Attachment Pt Position,7,3,1,100000002,610000002434,
15662.6,µm,Spine,Spine Attachment Pt Position,4,3,1,100000001,610000002438,
15654.9,µm,Spine,Spine Attachment Pt Position,3,2,1,100000001,610000002453,
15634.3,µm,Spine,Spine Attachment Pt Position,1,1,1,100000002,610000002483,
15634.4,µm,Spine,Spine Attachment Pt Position,1,1,1,100000002,610000002485,
15634.2,µm,Spine,Spine Attachment Pt Position,2,2,1,100000002,610000002488,
15637.6,µm,Spine,Spine Attachment Pt Position,2,2,1,100000002,610000002493,
15632.9,µm,Spine,Spine Attachment Pt Position,4,2,1,100000002,610000002512,
15633.3,µm,Spine,Spine Attachment Pt Position,6,3,1,100000002,610000002514,
15629,µm,Spine,Spine Attachment Pt Position,2,2,1,100000002,610000002516,
15629.2,µm,Spine,Spine Attachment Pt Position,2,2,1,100000002,610000002518,
15636.4,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000002521,
15664.2,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000002537,
15639.2,µm,Spine,Spine Attachment Pt Position,3,2,1,100000002,610000002539,
15659.2,µm,Spine,Spine Attachment Pt Position,3,3,1,100000000,610000002548,
15663.2,µm,Spine,Spine Attachment Pt Position,3,1,1,100000001,610000002560,
15634.4,µm,Spine,Spine Attachment Pt Position,3,2,1,100000002,610000002571,
15654.6,µm,Spine,Spine Attachment Pt Position,7,3,1,100000000,610000002580,
15628.6,µm,Spine,Spine Attachment Pt Position,3,2,1,100000002,610000002590,
15637.7,µm,Spine,Spine Attachment Pt Position,2,2,1,100000002,610000002596,
15624.4,µm,Spine,Spine Attachment Pt Position,7,4,1,100000002,610000002619,
15662.2,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000002622,
15661.3,µm,Spine,Spine Attachment Pt Position,1,2,1,100000001,610000002625,
15655,µm,Spine,Spine Attachment Pt Position,7,3,1,100000000,610000002642,
15628.8,µm,Spine,Spine Attachment Pt Position,3,1,1,100000002,610000002646,
15636,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000002648,
15653.3,µm,Spine,Spine Attachment Pt Position,7,3,1,100000000,610000002650,
15626.8,µm,Spine,Spine Attachment Pt Position,6,4,1,100000002,610000002668,
15629.3,µm,Spine,Spine Attachment Pt Position,2,2,1,100000002,610000002671,
15659.7,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000002678,
15624.5,µm,Spine,Spine Attachment Pt Position,7,4,1,100000002,610000002680,
15622,µm,Spine,Spine Attachment Pt Position,7,3,1,100000002,610000002688,
15633.2,µm,Spine,Spine Attachment Pt Position,4,2,1,100000002,610000002691,
15628.2,µm,Spine,Spine Attachment Pt Position,4,3,1,100000002,610000002704,
15626.1,µm,Spine,Spine Attachment Pt Position,5,3,1,100000002,610000002735,
15629.8,µm,Spine,Spine Attachment Pt Position,4,2,1,100000002,610000002737,
15657.8,µm,Spine,Spine Attachment Pt Position,2,3,1,100000001,610000002742,
15656.2,µm,Spine,Spine Attachment Pt Position,3,1,1,100000001,610000002744,
15630.5,µm,Spine,Spine Attachment Pt Position,4,2,1,100000002,610000002749,
15630.1,µm,Spine,Spine Attachment Pt Position,4,2,1,100000002,610000002760,
15625.7,µm,Spine,Spine Attachment Pt Position,4,1,1,100000002,610000002765,
15623.2,µm,Spine,Spine Attachment Pt Position,7,3,1,100000002,610000002767,
15635.1,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000002800,
15663.8,µm,Spine,Spine Attachment Pt Position,3,3,1,100000000,610000002805,
15623.4,µm,Spine,Spine Attachment Pt Position,7,3,1,100000002,610000002807,
15624.6,µm,Spine,Spine Attachment Pt Position,6,2,1,100000002,610000002811,
15628.9,µm,Spine,Spine Attachment Pt Position,2,2,1,100000002,610000002814,
15629.5,µm,Spine,Spine Attachment Pt Position,2,1,1,100000002,610000002818,
15657.3,µm,Spine,Spine Attachment Pt Position,6,2,1,100000000,610000002820,
15629.2,µm,Spine,Spine Attachment Pt Position,3,2,1,100000002,610000002823,
15629.3,µm,Spine,Spine Attachment Pt Position,2,2,1,100000002,610000002827,
15634.7,µm,Spine,Spine Attachment Pt Position,2,1,1,100000002,610000002832,
15634.5,µm,Spine,Spine Attachment Pt Position,3,2,1,100000002,610000002841,
15662.9,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000002843,
