
Spine Attachment Pt Position X
 ==================== 
Spine Attachment Pt Position X,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
-58.8102,µm,Spine,Spine Attachment Pt Position,2,1,1,100000004,610000005219,
-59.786,µm,Spine,Spine Attachment Pt Position,4,4,1,100000003,610000005312,
-58.5962,µm,Spine,Spine Attachment Pt Position,2,2,1,100000004,610000005319,
-45.3523,µm,Spine,Spine Attachment Pt Position,12,7,1,100000005,610000005352,
-51.2066,µm,Spine,Spine Attachment Pt Position,10,3,1,100000004,610000005354,
-45.3333,µm,Spine,Spine Attachment Pt Position,12,7,1,100000005,610000005357,
-59.0325,µm,Spine,Spine Attachment Pt Position,2,2,1,100000004,610000005360,
-40.3064,µm,Spine,Spine Attachment Pt Position,1,1,1,100000005,610000005374,
-40.3504,µm,Spine,Spine Attachment Pt Position,1,1,1,100000005,610000005377,
-55.8765,µm,Spine,Spine Attachment Pt Position,2,2,1,100000003,610000005380,
-45.2906,µm,Spine,Spine Attachment Pt Position,12,7,1,100000005,610000005382,
-41.7407,µm,Spine,Spine Attachment Pt Position,2,2,1,100000005,610000005385,
-41.638,µm,Spine,Spine Attachment Pt Position,4,2,1,100000005,610000005387,
-42.1737,µm,Spine,Spine Attachment Pt Position,2,2,1,100000005,610000005389,
-45.0091,µm,Spine,Spine Attachment Pt Position,10,4,1,100000005,610000005393,
-27.3602,µm,Spine,Spine Attachment Pt Position,9,5,1,100000005,610000005396,
-61.1405,µm,Spine,Spine Attachment Pt Position,6,3,1,100000003,610000005402,
-41.7906,µm,Spine,Spine Attachment Pt Position,5,1,1,100000005,610000005409,
-41.6134,µm,Spine,Spine Attachment Pt Position,3,1,1,100000005,610000005424,
-52.8582,µm,Spine,Spine Attachment Pt Position,1,1,1,100000003,610000005427,
-40.9516,µm,Spine,Spine Attachment Pt Position,1,1,1,100000005,610000005429,
-42.0937,µm,Spine,Spine Attachment Pt Position,5,2,1,100000005,610000005431,
-57.2667,µm,Spine,Spine Attachment Pt Position,0,1,1,100000004,610000005450,
-48.4615,µm,Spine,Spine Attachment Pt Position,0,1,1,100000003,610000005452,
-57.2576,µm,Spine,Spine Attachment Pt Position,1,2,1,100000004,610000005469,
-40.3867,µm,Spine,Spine Attachment Pt Position,1,1,1,100000005,610000005471,
-54.0643,µm,Spine,Spine Attachment Pt Position,1,2,1,100000003,610000005476,
-58.4352,µm,Spine,Spine Attachment Pt Position,3,3,1,100000003,610000005491,
-46.2593,µm,Spine,Spine Attachment Pt Position,0,1,1,100000003,610000005493,
-40.6138,µm,Spine,Spine Attachment Pt Position,4,2,1,100000005,610000005521,
-62.5102,µm,Spine,Spine Attachment Pt Position,6,4,1,100000003,610000005526,
-57.1951,µm,Spine,Spine Attachment Pt Position,3,3,1,100000003,610000005544,
-27.7741,µm,Spine,Spine Attachment Pt Position,10,7,1,100000005,610000005627,
-28.1964,µm,Spine,Spine Attachment Pt Position,9,5,1,100000005,610000005628,
-33.2998,µm,Spine,Spine Attachment Pt Position,6,4,1,100000005,610000005629,
-36.2968,µm,Spine,Spine Attachment Pt Position,4,3,1,100000005,610000005630,
-37.3023,µm,Spine,Spine Attachment Pt Position,4,3,1,100000005,610000005631,
-37.666,µm,Spine,Spine Attachment Pt Position,4,3,1,100000005,610000005632,
-38.0012,µm,Spine,Spine Attachment Pt Position,4,3,1,100000005,610000005633,
-39.4106,µm,Spine,Spine Attachment Pt Position,3,3,1,100000005,610000005634,
-39.5753,µm,Spine,Spine Attachment Pt Position,3,3,1,100000005,610000005635,
-44.423,µm,Spine,Spine Attachment Pt Position,9,4,1,100000005,610000005637,
-44.5345,µm,Spine,Spine Attachment Pt Position,11,6,1,100000005,610000005638,
-44.452,µm,Spine,Spine Attachment Pt Position,8,5,1,100000005,610000005639,
-43.3374,µm,Spine,Spine Attachment Pt Position,7,4,1,100000005,610000005640,
-41.1645,µm,Spine,Spine Attachment Pt Position,4,2,1,100000005,610000005641,
-40.1057,µm,Spine,Spine Attachment Pt Position,1,2,1,100000005,610000005642,
-40.0903,µm,Spine,Spine Attachment Pt Position,1,2,1,100000005,610000005643,
-41.8178,µm,Spine,Spine Attachment Pt Position,2,2,1,100000005,610000005644,
-41.6881,µm,Spine,Spine Attachment Pt Position,2,2,1,100000005,610000005645,
-41.5816,µm,Spine,Spine Attachment Pt Position,2,2,1,100000005,610000005646,
-41.4946,µm,Spine,Spine Attachment Pt Position,2,2,1,100000005,610000005647,
-41.658,µm,Spine,Spine Attachment Pt Position,3,1,1,100000005,610000005648,
-56.7028,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000005649,
-59.829,µm,Spine,Spine Attachment Pt Position,4,4,1,,610000005649,
-55.8313,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000005650,
-41.0201,µm,Spine,Spine Attachment Pt Position,4,4,1,,610000005650,
-41.3016,µm,Spine,Spine Attachment Pt Position,3,3,1,,610000005651,
-56.033,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000005651,
-40.4416,µm,Spine,Spine Attachment Pt Position,3,1,1,,610000005652,
-56.659,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000005653,
-46.5888,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000005654,
-56.6483,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000005654,
-50.3743,µm,Spine,Spine Attachment Pt Position,8,3,1,,610000005655,
-51.3601,µm,Spine,Spine Attachment Pt Position,10,3,1,,610000005656,
-51.8789,µm,Spine,Spine Attachment Pt Position,10,2,1,,610000005657,
