
Spine Attachment Pt Position X
 ==================== 
Spine Attachment Pt Position X,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
3295.6,µm,Spine,Spine Attachment Pt Position,3,3,1,100000000,610000002460,
3292.13,µm,Spine,Spine Attachment Pt Position,3,3,1,100000000,610000002487,
3352.17,µm,Spine,Spine Attachment Pt Position,4,2,1,100000003,610000002510,
3310.94,µm,Spine,Spine Attachment Pt Position,2,3,1,100000000,610000002517,
3315.19,µm,Spine,Spine Attachment Pt Position,2,3,1,100000000,610000002529,
3304.92,µm,Spine,Spine Attachment Pt Position,1,1,1,100000000,610000002546,
3261.48,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000002553,
3354.23,µm,Spine,Spine Attachment Pt Position,4,2,1,100000003,610000002595,
3296.39,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000002610,
3342.18,µm,Spine,Spine Attachment Pt Position,0,1,1,100000003,610000002613,
3342.19,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000002679,
3310.57,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000002679,
3276.15,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000002680,
3348.04,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000002680,
3311.7,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000002680,
3301.56,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000002681,
3348.44,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000002681,
3276.59,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000002681,
3280.54,µm,Spine,Spine Attachment Pt Position,2,3,1,,610000002682,
3355.47,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000002682,
3296.28,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000002683,
3301.02,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000002684,
3296.92,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000002686,
3297.69,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000002687,
