
Spine Attachment Pt Position X
 ==================== 
Spine Attachment Pt Position X,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
-417.606,µm,Spine,Spine Attachment Pt Position,2,2,1,100000000,610000002694,
-413.173,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000002712,
-423.709,µm,Spine,Spine Attachment Pt Position,9,3,1,100000001,610000002716,
-413.536,µm,Spine,Spine Attachment Pt Position,6,2,1,100000000,610000002718,
-410.096,µm,Spine,Spine Attachment Pt Position,5,2,1,100000000,610000002721,
-426.205,µm,Spine,Spine Attachment Pt Position,2,1,1,100000001,610000002725,
-407.835,µm,Spine,Spine Attachment Pt Position,9,3,1,100000000,610000002730,
-426.496,µm,Spine,Spine Attachment Pt Position,1,2,1,100000001,610000002734,
-430.735,µm,Spine,Spine Attachment Pt Position,1,2,1,100000001,610000002745,
-433.983,µm,Spine,Spine Attachment Pt Position,3,3,1,100000001,610000002748,
-413.31,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000002750,
-414.681,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000002752,
-446.853,µm,Spine,Spine Attachment Pt Position,13,3,1,100000001,610000002754,
-438.432,µm,Spine,Spine Attachment Pt Position,4,2,1,100000001,610000002756,
-436.899,µm,Spine,Spine Attachment Pt Position,3,2,1,100000001,610000002762,
-410.853,µm,Spine,Spine Attachment Pt Position,2,2,1,100000000,610000002771,
-412.825,µm,Spine,Spine Attachment Pt Position,6,1,1,100000000,610000002782,
-409.737,µm,Spine,Spine Attachment Pt Position,1,2,1,100000000,610000002786,
-423.762,µm,Spine,Spine Attachment Pt Position,5,3,1,100000001,610000002794,
-413.55,µm,Spine,Spine Attachment Pt Position,12,2,1,100000000,610000002796,
-442.745,µm,Spine,Spine Attachment Pt Position,8,2,1,100000001,610000002805,
-415.215,µm,Spine,Spine Attachment Pt Position,14,2,1,100000000,610000002807,
-414.577,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000002811,
-418.566,µm,Spine,Spine Attachment Pt Position,2,1,1,100000000,610000002813,
-413.148,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000002838,
-426.481,µm,Spine,Spine Attachment Pt Position,1,2,1,100000001,610000002840,
-439.993,µm,Spine,Spine Attachment Pt Position,5,2,1,100000001,610000002845,
-433.401,µm,Spine,Spine Attachment Pt Position,1,1,1,100000001,610000002847,
-414.922,µm,Spine,Spine Attachment Pt Position,1,1,1,100000000,610000002851,
-433.919,µm,Spine,Spine Attachment Pt Position,2,2,1,100000001,610000002854,
-433.682,µm,Spine,Spine Attachment Pt Position,2,1,1,100000001,610000002864,
-442.595,µm,Spine,Spine Attachment Pt Position,9,3,1,100000001,610000002866,
-425.824,µm,Spine,Spine Attachment Pt Position,3,1,1,100000001,610000002869,
-416.415,µm,Spine,Spine Attachment Pt Position,1,1,1,100000000,610000002873,
-434.098,µm,Spine,Spine Attachment Pt Position,2,2,1,100000001,610000002880,
-413.224,µm,Spine,Spine Attachment Pt Position,7,2,1,100000000,610000002886,
-429.453,µm,Spine,Spine Attachment Pt Position,2,3,1,,610000002958,
-413.141,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000002958,
-413.196,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000002959,
-429.337,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000002959,
-428.158,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000002960,
-414.496,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000002961,
-420.872,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000002961,
-425.778,µm,Spine,Spine Attachment Pt Position,3,1,1,,610000002962,
-416.997,µm,Spine,Spine Attachment Pt Position,4,3,1,,610000002962,
-425.888,µm,Spine,Spine Attachment Pt Position,3,1,1,,610000002963,
-407.907,µm,Spine,Spine Attachment Pt Position,9,3,1,,610000002963,
-425.924,µm,Spine,Spine Attachment Pt Position,3,1,1,,610000002964,
-408.137,µm,Spine,Spine Attachment Pt Position,8,3,1,,610000002964,
-427.107,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000002965,
-411.658,µm,Spine,Spine Attachment Pt Position,5,2,1,,610000002965,
-426.535,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000002966,
-411.978,µm,Spine,Spine Attachment Pt Position,5,3,1,,610000002966,
-423.684,µm,Spine,Spine Attachment Pt Position,7,3,1,,610000002967,
-411.976,µm,Spine,Spine Attachment Pt Position,10,3,1,,610000002967,
-424.152,µm,Spine,Spine Attachment Pt Position,8,4,1,,610000002968,
-411.964,µm,Spine,Spine Attachment Pt Position,10,3,1,,610000002968,
-423.491,µm,Spine,Spine Attachment Pt Position,8,3,1,,610000002969,
-411.599,µm,Spine,Spine Attachment Pt Position,11,3,1,,610000002969,
-423.37,µm,Spine,Spine Attachment Pt Position,8,3,1,,610000002970,
-433.513,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000002971,
-413.282,µm,Spine,Spine Attachment Pt Position,12,3,1,,610000002971,
-410.725,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000002972,
-438.202,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000002972,
-410.911,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000002973,
-433.808,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000002973,
-434.417,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000002974,
-435.114,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000002975,
-439.874,µm,Spine,Spine Attachment Pt Position,4,3,1,,610000002976,
-441.117,µm,Spine,Spine Attachment Pt Position,6,2,1,,610000002977,
-441.984,µm,Spine,Spine Attachment Pt Position,7,3,1,,610000002978,
-442.506,µm,Spine,Spine Attachment Pt Position,8,2,1,,610000002979,
-442.512,µm,Spine,Spine Attachment Pt Position,9,3,1,,610000002980,
-447.322,µm,Spine,Spine Attachment Pt Position,13,3,1,,610000002981,
-433.722,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000002982,
-432.998,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000002983,
-433.468,µm,Spine,Spine Attachment Pt Position,2,3,1,,610000002984,
-433.123,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000002986,
