
Spine Attachment Pt Position X
 ==================== 
Spine Attachment Pt Position X,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
-14706.4,µm,Spine,Spine Attachment Pt Position,1,2,1,100000005,610000003433,
-14682.6,µm,Spine,Spine Attachment Pt Position,1,1,1,100000002,610000003489,
-14618.5,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000003545,
-14687.4,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000003597,
-14614.7,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000003610,
-14689.6,µm,Spine,Spine Attachment Pt Position,1,1,1,100000002,610000003614,
-14623.7,µm,Spine,Spine Attachment Pt Position,0,1,1,100000004,610000003620,
-14683.2,µm,Spine,Spine Attachment Pt Position,1,1,1,100000002,610000003704,
-14613.4,µm,Spine,Spine Attachment Pt Position,1,1,1,100000000,610000003732,
-14687.1,µm,Spine,Spine Attachment Pt Position,1,1,1,100000002,610000003760,
-14614.6,µm,Spine,Spine Attachment Pt Position,1,1,1,100000001,610000003773,
-14613.9,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000003786,
-14683.7,µm,Spine,Spine Attachment Pt Position,1,1,1,100000002,610000003800,
-14620.9,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000004006,
-14624.7,µm,Spine,Spine Attachment Pt Position,4,3,1,,610000004007,
-14687.3,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000004007,
-14651.7,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000004007,
-14712.6,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000004007,
-14710.6,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000004008,
-14687,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000004008,
-14618.5,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000004009,
-14710.1,µm,Spine,Spine Attachment Pt Position,3,3,1,,610000004009,
-14615.7,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000004010,
-14646.2,µm,Spine,Spine Attachment Pt Position,3,1,1,,610000004010,
-14706.3,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000004010,
-14622.8,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000004011,
-14706.6,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000004011,
-14631.5,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000004012,
-14683.4,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000004012,
-14706.8,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000004012,
-14635.6,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000004013,
-14708.7,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000004013,
-14713.2,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000004014,
-14688.9,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000004014,
-14689.7,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000004015,
-14685.4,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000004017,
-14688.5,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000004018,
