
Spine Attachment Pt Position
 ==================== 
Spine Attachment Pt Position X,Spine Attachment Pt Position Y,Spine Attachment Pt Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
-7711.77,-23626.9,1513.38,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000001615,
-7712.22,-23626.8,1513.2,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000001617,
-7759.52,-23578.1,1509.49,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000001624,
-7765.49,-23579.3,1510.39,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000001818,
-7709.71,-23628.1,1513.92,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000001820,
-7709.9,-23627.9,1513.98,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000001821,
-7710.11,-23627.7,1513.98,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000001822,
-7703.19,-23632.8,1513.18,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000001823,
-7702.56,-23632.3,1513.65,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000001824,
-7701.65,-23631.9,1513.92,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000001825,
-7655.51,-23641.3,1508.54,µm,Spine,Spine Attachment Pt Position,1,1,1,100000002,610000001720,
-7757.24,-23579.5,1507.76,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000001815,
-7713.71,-23627,1514.75,µm,Spine,Spine Attachment Pt Position,1,2,1,100000000,610000001596,
-7715.47,-23631.7,1519.78,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000001816,
-7682.69,-23638.5,1515.99,µm,Spine,Spine Attachment Pt Position,14,7,1,,610000001828,
-7681.92,-23639.6,1517.1,µm,Spine,Spine Attachment Pt Position,14,7,1,,610000001829,
-7680.29,-23639.7,1518.14,µm,Spine,Spine Attachment Pt Position,15,7,1,,610000001834,
-7679.04,-23640.9,1520.68,µm,Spine,Spine Attachment Pt Position,16,8,1,100000000,610000001669,
-7687.99,-23640.8,1522.37,µm,Spine,Spine Attachment Pt Position,16,9,1,,610000001835,
-7664.6,-23639.7,1517.49,µm,Spine,Spine Attachment Pt Position,19,8,1,100000000,610000001580,
-7664.87,-23639.8,1517.78,µm,Spine,Spine Attachment Pt Position,19,8,1,,610000001830,
-7665.08,-23639.9,1518.07,µm,Spine,Spine Attachment Pt Position,19,8,1,,610000001831,
-7667.11,-23639.4,1516.16,µm,Spine,Spine Attachment Pt Position,19,9,1,,610000001832,
-7755.68,-23580.6,1508.04,µm,Spine,Spine Attachment Pt Position,2,2,1,100000001,610000001594,
-7698.64,-23631.4,1518.5,µm,Spine,Spine Attachment Pt Position,2,3,1,,610000001826,
-7715.31,-23625.2,1511.69,µm,Spine,Spine Attachment Pt Position,3,1,1,100000000,610000001704,
-7655.76,-23637.2,1510.51,µm,Spine,Spine Attachment Pt Position,3,1,1,,610000001817,
-7655.88,-23637.1,1510.66,µm,Spine,Spine Attachment Pt Position,3,1,1,,610000001818,
-7696.34,-23629.7,1514.41,µm,Spine,Spine Attachment Pt Position,3,2,1,100000000,610000001587,
-7656.08,-23639.1,1515.71,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000001815,
-7717.23,-23634.4,1520.28,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000001817,
-7755.33,-23582.2,1509.19,µm,Spine,Spine Attachment Pt Position,3,3,1,100000001,610000001652,
-7697.21,-23629.9,1512.76,µm,Spine,Spine Attachment Pt Position,3,3,1,,610000001827,
-7656.28,-23636.8,1513.47,µm,Spine,Spine Attachment Pt Position,4,1,1,100000002,610000001603,
-7656.38,-23636.7,1514.1,µm,Spine,Spine Attachment Pt Position,4,1,1,,610000001819,
-7652.74,-23649.7,1506.03,µm,Spine,Spine Attachment Pt Position,4,1,1,,610000001820,
-7715.29,-23641,1524.17,µm,Spine,Spine Attachment Pt Position,4,3,1,100000000,610000001582,
-7717.61,-23645.4,1522.5,µm,Spine,Spine Attachment Pt Position,4,3,1,,610000001815,
-7690.31,-23627.2,1514.33,µm,Spine,Spine Attachment Pt Position,5,3,1,100000000,610000001606,
-7749.67,-23584.4,1502.9,µm,Spine,Spine Attachment Pt Position,6,2,1,,610000001816,
-7752.03,-23583.3,1503.68,µm,Spine,Spine Attachment Pt Position,6,3,1,,610000001817,
-7724.68,-23636.4,1526.36,µm,Spine,Spine Attachment Pt Position,9,3,1,,610000001818,
