
Spine Attachment Pt Position Y
 ==================== 
Spine Attachment Pt Position Y,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
20221,µm,Spine,Spine Attachment Pt Position,,,1,100000002,610000002912,
20218,µm,Spine,Spine Attachment Pt Position,,,1,100000002,610000002927,
20225.1,µm,Spine,Spine Attachment Pt Position,,,1,100000002,610000002952,
20231.6,µm,Spine,Spine Attachment Pt Position,2,2,1,100000001,610000002983,
20231.8,µm,Spine,Spine Attachment Pt Position,2,2,1,100000001,610000002986,
20220.8,µm,Spine,Spine Attachment Pt Position,,,1,100000002,610000002988,
20232.3,µm,Spine,Spine Attachment Pt Position,6,4,1,100000001,610000002999,
20231.6,µm,Spine,Spine Attachment Pt Position,1,2,1,100000001,610000003001,
20234.1,µm,Spine,Spine Attachment Pt Position,14,4,1,100000001,610000003003,
20229.2,µm,Spine,Spine Attachment Pt Position,5,3,1,100000001,610000003005,
20228.9,µm,Spine,Spine Attachment Pt Position,5,5,1,100000001,610000003012,
20230.1,µm,Spine,Spine Attachment Pt Position,7,5,1,100000001,610000003021,
20225.7,µm,Spine,Spine Attachment Pt Position,,,1,100000002,610000003025,
20241.8,µm,Spine,Spine Attachment Pt Position,19,8,1,100000001,610000003027,
20217.3,µm,Spine,Spine Attachment Pt Position,,,1,100000002,610000003040,
20223.5,µm,Spine,Spine Attachment Pt Position,7,4,1,100000001,610000003043,
20231.7,µm,Spine,Spine Attachment Pt Position,10,3,1,100000001,610000003045,
20231.4,µm,Spine,Spine Attachment Pt Position,2,2,1,100000001,610000003049,
20230.6,µm,Spine,Spine Attachment Pt Position,6,3,1,100000001,610000003057,
20223.5,µm,Spine,Spine Attachment Pt Position,,,1,100000002,610000003065,
20230.2,µm,Spine,Spine Attachment Pt Position,17,4,1,100000001,610000003067,
20233.2,µm,Spine,Spine Attachment Pt Position,5,3,1,100000001,610000003069,
20233.9,µm,Spine,Spine Attachment Pt Position,14,4,1,100000001,610000003071,
20232.1,µm,Spine,Spine Attachment Pt Position,7,5,1,100000001,610000003076,
20231.6,µm,Spine,Spine Attachment Pt Position,2,2,1,100000001,610000003078,
20232.8,µm,Spine,Spine Attachment Pt Position,9,4,1,100000001,610000003087,
20227.6,µm,Spine,Spine Attachment Pt Position,,,1,100000002,610000003096,
20230.1,µm,Spine,Spine Attachment Pt Position,6,5,1,100000001,610000003100,
20231.2,µm,Spine,Spine Attachment Pt Position,11,3,1,100000001,610000003103,
20231.2,µm,Spine,Spine Attachment Pt Position,,,1,100000002,610000003105,
20231.7,µm,Spine,Spine Attachment Pt Position,2,2,1,100000001,610000003107,
20233.3,µm,Spine,Spine Attachment Pt Position,5,2,1,100000001,610000003117,
20236.5,µm,Spine,Spine Attachment Pt Position,12,6,1,100000001,610000003125,
20226.5,µm,Spine,Spine Attachment Pt Position,10,6,1,100000001,610000003128,
20227.2,µm,Spine,Spine Attachment Pt Position,7,4,1,100000001,610000003131,
20235.7,µm,Spine,Spine Attachment Pt Position,11,5,1,100000001,610000003138,
20242.8,µm,Spine,Spine Attachment Pt Position,20,7,1,100000001,610000003140,
20228.1,µm,Spine,Spine Attachment Pt Position,19,4,1,100000001,610000003148,
