
Spine Attachment Pt Position
 ==================== 
Spine Attachment Pt Position X,Spine Attachment Pt Position Y,Spine Attachment Pt Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1802.57,19871.5,1461.67,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000005734,
1788.7,19912.8,1449.1,µm,Spine,Spine Attachment Pt Position,0,1,1,100000003,610000005803,
1812.72,19866.1,1446.05,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000005816,
1838.2,19934.1,1447.1,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000005836,
1839.77,19935,1446.29,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000005866,
1841.66,19931.3,1449.17,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000005941,
1835.58,19933.7,1445.01,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000006028,
1835.1,19934,1445.14,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000006181,
1841.93,19931.2,1449.62,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000006211,
1840.43,19925.4,1444.93,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000006248,
1831.13,19923.2,1442.54,µm,Spine,Spine Attachment Pt Position,1,1,1,100000001,610000005746,
1813.19,19866.9,1447.66,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000006182,
1813.38,19867.3,1448.21,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000006183,
1813.55,19867.7,1448.73,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000006184,
1788.84,19863.8,1462.05,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000006195,
1839.95,19935.8,1446.29,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000006203,
1835.91,19877.7,1456.53,µm,Spine,Spine Attachment Pt Position,10,4,1,,610000006186,
1816.44,19932.7,1464.89,µm,Spine,Spine Attachment Pt Position,10,4,1,,610000006197,
1877.62,19926.4,1446.7,µm,Spine,Spine Attachment Pt Position,10,7,1,,610000006222,
