
Spine Center Intensity Mean Ch=5 Img=1
 ==================== 
Spine Center Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0.555556,,Spine,5,12,Image 1,5,1,100000000,610000004162,
0.5,,Spine,5,11,Image 1,5,1,100000000,610000004165,
0.25,,Spine,5,0,Image 1,1,1,100000002,610000004168,
0.222222,,Spine,5,0,Image 1,1,1,100000000,610000004178,
1.4,,Spine,5,5,Image 1,3,1,100000002,610000004183,
1.25,,Spine,5,3,Image 1,2,1,100000001,610000004186,
0.25,,Spine,5,0,Image 1,1,1,100000000,610000004191,
1.33333,,Spine,5,5,Image 1,2,1,100000000,610000004194,
0.333333,,Spine,5,4,Image 1,2,1,100000001,610000004196,
0.333333,,Spine,5,8,Image 1,2,1,100000000,610000004198,
0.5,,Spine,5,0,Image 1,1,1,100000002,610000004200,
2.33333,,Spine,5,5,Image 1,3,1,100000002,610000004202,
1,,Spine,5,3,Image 1,2,1,100000001,610000004205,
0.333333,,Spine,5,6,Image 1,2,1,100000000,610000004207,
0.666667,,Spine,5,0,Image 1,1,1,100000000,610000004210,
0.5,,Spine,5,0,Image 1,1,1,100000000,610000004212,
1.5,,Spine,5,0,Image 1,1,1,100000000,610000004215,
0.333333,,Spine,5,12,Image 1,3,1,100000000,610000004224,
0.666667,,Spine,5,0,Image 1,1,1,100000000,610000004231,
0,,Spine,5,0,Image 1,1,1,100000002,610000004235,
0.666667,,Spine,5,0,Image 1,1,1,100000002,610000004239,
0.5,,Spine,5,0,Image 1,1,1,100000000,610000004241,
1.33333,,Spine,5,0,Image 1,1,1,100000000,610000004246,
2,,Spine,5,0,Image 1,1,1,100000000,610000004248,
1,,Spine,5,0,Image 1,1,1,100000000,610000004251,
0,,Spine,5,0,Image 1,1,1,100000000,610000004253,
0,,Spine,5,0,Image 1,1,1,100000002,610000004257,
3.66667,,Spine,5,0,Image 1,1,1,100000000,610000004260,
0.5,,Spine,5,0,Image 1,1,1,100000000,610000004263,
1.5,,Spine,5,0,Image 1,1,1,100000002,610000004267,
0,,Spine,5,13,Image 1,4,1,100000000,610000004303,
0.5,,Spine,5,13,Image 1,4,1,100000000,610000004304,
0.5,,Spine,5,14,Image 1,5,1,100000000,610000004305,
0.5,,Spine,5,17,Image 1,3,1,100000000,610000004306,
0.5,,Spine,5,17,Image 1,4,1,100000000,610000004307,
0.5,,Spine,5,14,Image 1,4,1,100000000,610000004308,
1,,Spine,5,8,Image 1,2,1,100000000,610000004309,
1.5,,Spine,5,6,Image 1,2,1,100000000,610000004310,
0,,Spine,5,1,Image 1,1,1,100000000,610000004311,
1,,Spine,5,1,Image 1,2,1,100000000,610000004312,
0,,Spine,5,8,Image 1,1,1,100000000,610000004313,
114,,Spine,5,4,Image 1,2,1,100000000,610000004314,
1,,Spine,5,3,Image 1,1,1,100000000,610000004315,
1.5,,Spine,5,4,Image 1,2,1,100000000,610000004316,
2,,Spine,5,0,Image 1,1,1,100000000,610000004317,
0.5,,Spine,5,0,Image 1,1,1,100000000,610000004318,
0.5,,Spine,5,14,Image 1,6,1,100000000,610000004328,
0,,Spine,5,11,Image 1,5,1,100000000,610000004329,
1.5,,Spine,5,10,Image 1,6,1,100000000,610000004330,
1,,Spine,5,6,Image 1,3,1,100000000,610000004331,
72.5,,Spine,5,7,Image 1,2,1,100000000,610000004332,
0.5,,Spine,5,5,Image 1,2,1,100000000,610000004333,
2.5,,Spine,5,4,Image 1,1,1,100000000,610000004334,
0,,Spine,5,2,Image 1,1,1,100000000,610000004335,
0,,Spine,5,0,Image 1,1,1,100000000,610000004338,
0.5,,Spine,5,0,Image 1,1,1,100000000,610000004339,
1.5,,Spine,5,6,Image 1,2,1,100000001,610000004345,
2,,Spine,5,9,Image 1,5,1,100000001,610000004346,
0.5,,Spine,5,4,Image 1,3,1,100000001,610000004347,
0.5,,Spine,5,1,Image 1,1,1,100000001,610000004348,
0,,Spine,5,1,Image 1,2,1,100000001,610000004349,
65.5,,Spine,5,3,Image 1,3,1,100000002,610000004350,
229.5,,Spine,5,4,Image 1,3,1,100000002,610000004355,
7.5,,Spine,5,11,Image 1,6,1,100000002,610000004356,
2,,Spine,5,9,Image 1,5,1,100000002,610000004357,
1,,Spine,5,3,Image 1,3,1,100000002,610000004358,
2,,Spine,5,2,Image 1,1,1,100000002,610000004359,
0.5,,Spine,5,0,Image 1,1,1,100000002,610000004361,
0.5,,Spine,5,0,Image 1,1,1,100000002,610000004362,
1,,Spine,5,0,Image 1,1,1,100000002,610000004363,
