
Spine Attachment Pt Position
 ==================== 
Spine Attachment Pt Position X,Spine Attachment Pt Position Y,Spine Attachment Pt Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
-20763.2,19004.1,1476.74,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000005136,
-20767.7,19028.1,1477.8,µm,Spine,Spine Attachment Pt Position,0,1,1,100000003,610000005148,
-20772.2,18989.3,1476.64,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000005233,
-20767.8,19028.1,1478.02,µm,Spine,Spine Attachment Pt Position,0,1,1,100000003,610000005329,
-20773.3,18995.4,1479.49,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000005337,
-20767.2,19027.9,1477.36,µm,Spine,Spine Attachment Pt Position,0,1,1,100000003,610000005365,
-20773.4,18994.6,1476.66,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000005367,
-20773.1,18992.9,1479.07,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000005489,
-20773.7,18992.9,1479.38,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000005499,
-20763.1,19004.1,1476.73,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000005697,
-20766.9,19027.6,1477.12,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000005698,
-20766.9,19027.4,1477,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000005699,
-20767.3,19026.4,1476.2,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000005700,
-20767.5,19026.3,1476.18,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000005701,
-20774.2,18995.3,1480.15,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000005723,
-20773.2,18992.9,1479.14,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000005724,
-20773.6,18992.9,1479.32,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000005725,
-20772.2,18994,1476.14,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000005728,
-20760.7,19004.5,1476.78,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000005729,
