
Spine Attachment Pt Position X
 ==================== 
Spine Attachment Pt Position X,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
-21262.8,µm,Spine,Spine Attachment Pt Position,4,3,1,100000000,610000001976,
-21288.9,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000001982,
-21268.8,µm,Spine,Spine Attachment Pt Position,1,1,1,100000000,610000001989,
-21287.7,µm,Spine,Spine Attachment Pt Position,0,1,1,100000003,610000001996,
-21269.8,µm,Spine,Spine Attachment Pt Position,3,3,1,100000000,610000002007,
-21284.3,µm,Spine,Spine Attachment Pt Position,1,1,1,100000006,610000002009,
-21262.7,µm,Spine,Spine Attachment Pt Position,2,2,1,100000000,610000002058,
-21273.2,µm,Spine,Spine Attachment Pt Position,2,1,1,100000004,610000002080,
-21262.6,µm,Spine,Spine Attachment Pt Position,4,3,1,100000000,610000002092,
-21263.4,µm,Spine,Spine Attachment Pt Position,5,4,1,100000000,610000002113,
-21270.5,µm,Spine,Spine Attachment Pt Position,2,2,1,100000004,610000002139,
-21282.4,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000002248,
-21285.5,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000002248,
-21275,µm,Spine,Spine Attachment Pt Position,5,6,1,,610000002248,
-21270.3,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000002249,
-21284.8,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000002249,
-21260,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000002249,
-21289.4,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000002249,
-21274.8,µm,Spine,Spine Attachment Pt Position,4,5,1,,610000002250,
-21258.2,µm,Spine,Spine Attachment Pt Position,2,3,1,,610000002250,
-21274.7,µm,Spine,Spine Attachment Pt Position,4,5,1,,610000002251,
-21270.4,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000002251,
-21269.2,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000002252,
-21268.9,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000002253,
-21268.9,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000002254,
-21263.1,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000002256,
-21262.7,µm,Spine,Spine Attachment Pt Position,4,3,1,,610000002257,
-21262.8,µm,Spine,Spine Attachment Pt Position,4,3,1,,610000002258,
-21263.7,µm,Spine,Spine Attachment Pt Position,5,3,1,,610000002259,
