
Spine Attachment Pt Position
 ==================== 
Spine Attachment Pt Position X,Spine Attachment Pt Position Y,Spine Attachment Pt Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
2294.52,20062.5,1473.55,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000006264,
2296.63,20065.5,1473.5,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000006301,
2287.29,20041.5,1470.82,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000006394,
2287.23,20043.6,1470.88,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000006431,
2286.07,20040.9,1471.11,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000006439,
2286.14,20040.9,1471.07,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000006442,
2296.75,20065.6,1473.63,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000006452,
2285.92,20041.1,1471.27,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000006507,
2287.29,20040.8,1470.85,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000006535,
2316.13,20044.9,1471.69,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000006577,
2286.56,20040.7,1470.96,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000006586,
2286.39,20040.8,1471,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000006592,
2317.51,20044.9,1470.5,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000006662,
2294.61,20063.7,1473.63,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000006691,
2284.47,20039,1469.93,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000006694,
2317.41,20048.1,1471.07,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000006701,
2285.26,20039.5,1469.88,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000006991,
2285.07,20039.4,1469.85,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000006992,
2288.49,20039.3,1470.65,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000006997,
2288.89,20039.4,1470.78,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000006998,
2317.56,20049,1470.96,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000007002,
2317.64,20049.3,1470.93,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000007003,
2285.86,20041.1,1471.35,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000007016,
2296.84,20065.6,1473.66,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000007019,
2294.76,20064.1,1473.61,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000007022,
2315.05,20046.2,1471.69,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000007075,
2314.64,20046,1471.53,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000007076,
2315.64,20047.8,1471.59,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000007081,
2318.6,20045,1470.26,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000007084,
2289.93,20039.2,1471.06,µm,Spine,Spine Attachment Pt Position,1,1,1,100000000,610000006525,
2286.91,20044.5,1470.96,µm,Spine,Spine Attachment Pt Position,1,1,1,100000000,610000006570,
2316.77,20044.5,1469.97,µm,Spine,Spine Attachment Pt Position,1,1,1,100000001,610000006649,
2290.01,20039.1,1471.06,µm,Spine,Spine Attachment Pt Position,1,1,1,100000000,610000006684,
2290.18,20039.1,1471.11,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000007005,
2314.96,20047.6,1472.53,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000007041,
2314.64,20047.8,1472.52,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000007042,
2315.46,20048.6,1472.09,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000007068,
2316.96,20044.5,1470.04,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000007083,
2317.94,20042.9,1471.21,µm,Spine,Spine Attachment Pt Position,1,2,1,100000001,610000006200,
2313.5,20045.8,1471.34,µm,Spine,Spine Attachment Pt Position,1,2,1,100000001,610000006316,
2294.97,20060.9,1473.76,µm,Spine,Spine Attachment Pt Position,1,2,1,100000002,610000006322,
2285.02,20041.4,1471.95,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000007015,
2287.48,20038.2,1470.73,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000007022,
2314.89,20048.2,1471.27,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000007082,
2292.09,20045.2,1472.48,µm,Spine,Spine Attachment Pt Position,10,1,1,,610000007020,
2292,20045.3,1472.52,µm,Spine,Spine Attachment Pt Position,10,1,1,,610000007021,
2312.42,20037.7,1471.75,µm,Spine,Spine Attachment Pt Position,10,1,1,,610000007060,
2291.27,20072.9,1473.6,µm,Spine,Spine Attachment Pt Position,10,3,1,100000002,610000006655,
2291.11,20072.7,1473.9,µm,Spine,Spine Attachment Pt Position,10,3,1,,610000007002,
2291.36,20073,1473.49,µm,Spine,Spine Attachment Pt Position,10,3,1,,610000007003,
2315.23,20053.4,1470.99,µm,Spine,Spine Attachment Pt Position,10,4,1,,610000007015,
2316.91,20036.6,1473.23,µm,Spine,Spine Attachment Pt Position,10,5,1,100000001,610000006744,
2318.36,20036,1473.86,µm,Spine,Spine Attachment Pt Position,10,5,1,,610000006998,
2315.3,20035.6,1471.96,µm,Spine,Spine Attachment Pt Position,10,6,1,100000001,610000006376,
2290.33,20074,1473.2,µm,Spine,Spine Attachment Pt Position,11,2,1,,610000007004,
2306.99,20046.6,1471.06,µm,Spine,Spine Attachment Pt Position,11,3,1,100000001,610000006637,
2290.24,20074.5,1472.7,µm,Spine,Spine Attachment Pt Position,11,3,1,,610000007005,
2315.52,20056.6,1470.49,µm,Spine,Spine Attachment Pt Position,11,3,1,,610000007017,
2307.21,20046.4,1470.98,µm,Spine,Spine Attachment Pt Position,11,3,1,,610000007044,
2303.61,20042.2,1470.77,µm,Spine,Spine Attachment Pt Position,11,5,1,,610000007050,
2303.58,20042.1,1470.71,µm,Spine,Spine Attachment Pt Position,11,5,1,,610000007051,
2311.61,20037.6,1471.63,µm,Spine,Spine Attachment Pt Position,12,1,1,,610000007064,
2310.42,20035.6,1473.94,µm,Spine,Spine Attachment Pt Position,12,3,1,100000001,610000006448,
2289.36,20074.5,1472.74,µm,Spine,Spine Attachment Pt Position,12,3,1,,610000007006,
2311.62,20036.4,1471.81,µm,Spine,Spine Attachment Pt Position,12,3,1,,610000007065,
2310.98,20035.7,1471.97,µm,Spine,Spine Attachment Pt Position,12,3,1,,610000007066,
2310.45,20035.1,1472.38,µm,Spine,Spine Attachment Pt Position,12,3,1,,610000007067,
2315.9,20059.3,1471.59,µm,Spine,Spine Attachment Pt Position,12,4,1,100000001,610000006297,
2315.85,20059.2,1471.72,µm,Spine,Spine Attachment Pt Position,12,4,1,100000001,610000006598,
2315.95,20059.3,1471.45,µm,Spine,Spine Attachment Pt Position,12,4,1,100000001,610000006666,
2315.78,20059.1,1471.84,µm,Spine,Spine Attachment Pt Position,12,4,1,,610000007020,
2316.61,20035.3,1470.58,µm,Spine,Spine Attachment Pt Position,12,8,1,,610000007000,
2310.81,20037.7,1470.56,µm,Spine,Spine Attachment Pt Position,13,2,1,,610000007062,
2310.86,20038,1471.03,µm,Spine,Spine Attachment Pt Position,13,2,1,,610000007063,
2315.04,20059,1471.98,µm,Spine,Spine Attachment Pt Position,13,5,1,,610000007019,
2316.83,20035.2,1470.72,µm,Spine,Spine Attachment Pt Position,13,8,1,,610000006999,
2288.74,20076.1,1473.46,µm,Spine,Spine Attachment Pt Position,14,5,1,,610000007015,
2288.62,20076.1,1473.47,µm,Spine,Spine Attachment Pt Position,14,5,1,,610000007016,
2316.56,20062.5,1471.28,µm,Spine,Spine Attachment Pt Position,14,6,1,,610000007026,
2315.35,20061.3,1470.25,µm,Spine,Spine Attachment Pt Position,14,7,1,,610000007022,
2315.36,20061.3,1470.24,µm,Spine,Spine Attachment Pt Position,14,7,1,,610000007023,
2316.01,20060.2,1470.36,µm,Spine,Spine Attachment Pt Position,14,7,1,,610000007024,
2308.12,20038.3,1470.92,µm,Spine,Spine Attachment Pt Position,15,2,1,100000001,610000006465,
2310.33,20037.9,1469.89,µm,Spine,Spine Attachment Pt Position,15,2,1,100000001,610000006544,
2308.87,20038.7,1470.26,µm,Spine,Spine Attachment Pt Position,15,2,1,,610000007061,
2313.91,20059.7,1473.08,µm,Spine,Spine Attachment Pt Position,15,5,1,,610000007018,
2315.63,20063.4,1471.16,µm,Spine,Spine Attachment Pt Position,15,6,1,,610000007027,
2315.06,20063.2,1470.01,µm,Spine,Spine Attachment Pt Position,15,7,1,100000001,610000006503,
2288.9,20073.3,1471.72,µm,Spine,Spine Attachment Pt Position,15,7,1,,610000007011,
2289.07,20073.3,1471.62,µm,Spine,Spine Attachment Pt Position,15,7,1,,610000007012,
2285.83,20076,1473.35,µm,Spine,Spine Attachment Pt Position,16,5,1,,610000007017,
2283.54,20075.3,1472.77,µm,Spine,Spine Attachment Pt Position,16,5,1,,610000007018,
2289.68,20074.8,1469.86,µm,Spine,Spine Attachment Pt Position,17,5,1,100000002,610000006303,
2289.94,20076,1470.13,µm,Spine,Spine Attachment Pt Position,17,5,1,,610000007014,
2287.64,20073.2,1472.12,µm,Spine,Spine Attachment Pt Position,17,6,1,,610000007008,
