
Spine Attachment Pt Position Y
 ==================== 
Spine Attachment Pt Position Y,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
23387.8,µm,Spine,Spine Attachment Pt Position,7,4,1,100000001,610000000867,
23382.5,µm,Spine,Spine Attachment Pt Position,2,3,1,100000002,610000000874,
23384.9,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000000876,
23382.6,µm,Spine,Spine Attachment Pt Position,3,1,1,,610000001073,
23395,µm,Spine,Spine Attachment Pt Position,2,3,1,,610000001073,
23398.3,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000001074,
23395.4,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000001074,
23382.3,µm,Spine,Spine Attachment Pt Position,2,3,1,,610000001074,
23395.2,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000001075,
23381.6,µm,Spine,Spine Attachment Pt Position,2,3,1,,610000001075,
23395,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000001076,
23381.5,µm,Spine,Spine Attachment Pt Position,2,3,1,,610000001076,
23384.9,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000001077,
23394.5,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000001077,
23384.9,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000001078,
23394.3,µm,Spine,Spine Attachment Pt Position,5,2,1,,610000001078,
23394.6,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000001080,
23384.9,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000001080,
23392.8,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000001081,
23384.8,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000001081,
23389.7,µm,Spine,Spine Attachment Pt Position,7,4,1,,610000001082,
23389.5,µm,Spine,Spine Attachment Pt Position,7,4,1,,610000001083,
23396.8,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000001086,
23397.2,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000001087,
