
Spine Attachment Pt Position X
 ==================== 
Spine Attachment Pt Position X,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
-15288.7,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000000888,
-15284.3,µm,Spine,Spine Attachment Pt Position,6,4,1,100000000,610000000941,
-15294.7,µm,Spine,Spine Attachment Pt Position,2,2,1,100000001,610000000945,
-15292.8,µm,Spine,Spine Attachment Pt Position,4,5,1,100000001,610000000954,
-15293.1,µm,Spine,Spine Attachment Pt Position,4,4,1,100000001,610000000962,
-15290.4,µm,Spine,Spine Attachment Pt Position,1,1,1,100000000,610000000964,
-15287.2,µm,Spine,Spine Attachment Pt Position,7,7,1,100000001,610000000982,
-15286.7,µm,Spine,Spine Attachment Pt Position,12,9,1,100000001,610000000998,
-15287.2,µm,Spine,Spine Attachment Pt Position,1,1,1,100000000,610000001010,
-15286.6,µm,Spine,Spine Attachment Pt Position,12,9,1,100000001,610000001047,
-15286.9,µm,Spine,Spine Attachment Pt Position,8,8,1,100000001,610000001048,
-15287.6,µm,Spine,Spine Attachment Pt Position,7,7,1,100000001,610000001049,
-15288.3,µm,Spine,Spine Attachment Pt Position,7,7,1,100000001,610000001050,
-15289.2,µm,Spine,Spine Attachment Pt Position,6,5,1,100000001,610000001051,
-15290.4,µm,Spine,Spine Attachment Pt Position,5,5,1,100000001,610000001052,
-15294.6,µm,Spine,Spine Attachment Pt Position,3,3,1,100000001,610000001053,
-15293.7,µm,Spine,Spine Attachment Pt Position,2,2,1,100000001,610000001054,
-15297.3,µm,Spine,Spine Attachment Pt Position,2,2,1,100000001,610000001055,
-15288.2,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000001056,
-15287.9,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000001057,
-15287.7,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000001058,
-15287.6,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000001059,
-15286.2,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000001061,
-15286.2,µm,Spine,Spine Attachment Pt Position,4,3,1,,610000001062,
-15286.1,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000001063,
-15284.7,µm,Spine,Spine Attachment Pt Position,5,2,1,,610000001064,
-15284.8,µm,Spine,Spine Attachment Pt Position,5,2,1,,610000001065,
-15285.7,µm,Spine,Spine Attachment Pt Position,5,2,1,,610000001066,
-15285.9,µm,Spine,Spine Attachment Pt Position,5,3,1,,610000001067,
-15291.4,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000001068,
-15290.3,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000001069,
