
Spine Intensity Mean Ch=3 Img=1
 ==================== 
Spine Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
56.2985,,Spine,3,3,Image 1,3,1,100000001,610000000875,
48.2245,,Spine,3,4,Image 1,5,1,100000001,610000000884,
29.6115,,Spine,3,0,Image 1,1,1,100000000,610000000888,
56.4198,,Spine,3,3,Image 1,3,1,100000001,610000000898,
21.3765,,Spine,3,6,Image 1,3,1,100000000,610000000901,
41.6533,,Spine,3,2,Image 1,2,1,100000001,610000000907,
52.8,,Spine,3,3,Image 1,3,1,100000001,610000000915,
43.7727,,Spine,3,4,Image 1,5,1,100000001,610000000919,
53.95,,Spine,3,3,Image 1,3,1,100000001,610000000927,
63.6957,,Spine,3,7,Image 1,7,1,100000001,610000000933,
56.0769,,Spine,3,3,Image 1,3,1,100000001,610000000939,
21.8353,,Spine,3,6,Image 1,4,1,100000000,610000000941,
40.85,,Spine,3,2,Image 1,2,1,100000001,610000000945,
53.7477,,Spine,3,3,Image 1,3,1,100000001,610000000951,
40.4722,,Spine,3,4,Image 1,5,1,100000001,610000000954,
58.5294,,Spine,3,7,Image 1,7,1,100000001,610000000960,
22.384,,Spine,3,4,Image 1,4,1,100000001,610000000962,
22.1803,,Spine,3,1,Image 1,1,1,100000000,610000000964,
32.9355,,Spine,3,7,Image 1,7,1,100000001,610000000967,
47.303,,Spine,3,1,Image 1,2,1,100000000,610000000971,
45.205,,Spine,3,1,Image 1,1,1,100000000,610000000976,
64.3182,,Spine,3,7,Image 1,7,1,100000001,610000000982,
59.1415,,Spine,3,3,Image 1,3,1,100000001,610000000985,
73.0331,,Spine,3,2,Image 1,1,1,100000000,610000000992,
38.6154,,Spine,3,1,Image 1,2,1,100000000,610000000996,
54.9828,,Spine,3,12,Image 1,9,1,100000001,610000000998,
59.1028,,Spine,3,1,Image 1,1,1,100000000,610000001000,
58.5,,Spine,3,3,Image 1,3,1,100000001,610000001006,
49.8015,,Spine,3,1,Image 1,1,1,100000000,610000001010,
68.3409,,Spine,3,3,Image 1,2,1,100000000,610000001013,
48.0622,,Spine,3,5,Image 1,2,1,100000000,610000001016,
30.0595,,Spine,3,5,Image 1,3,1,100000000,610000001027,
36.4603,,Spine,3,5,Image 1,2,1,100000000,610000001028,
29.7077,,Spine,3,5,Image 1,2,1,100000000,610000001029,
34.5767,,Spine,3,5,Image 1,2,1,100000000,610000001030,
55.9775,,Spine,3,4,Image 1,2,1,100000000,610000001031,
50.4706,,Spine,3,4,Image 1,3,1,100000000,610000001032,
69.2591,,Spine,3,3,Image 1,2,1,100000000,610000001033,
68.9032,,Spine,3,2,Image 1,1,1,100000000,610000001034,
44.9174,,Spine,3,1,Image 1,1,1,100000000,610000001035,
26.2519,,Spine,3,1,Image 1,1,1,100000000,610000001036,
22.5818,,Spine,3,1,Image 1,1,1,100000000,610000001037,
24.5888,,Spine,3,1,Image 1,1,1,100000000,610000001038,
22.2969,,Spine,3,0,Image 1,1,1,100000000,610000001041,
23.5617,,Spine,3,1,Image 1,2,1,100000000,610000001045,
53.9541,,Spine,3,12,Image 1,9,1,100000001,610000001047,
53.7802,,Spine,3,8,Image 1,8,1,100000001,610000001048,
61.2222,,Spine,3,7,Image 1,7,1,100000001,610000001049,
33.1905,,Spine,3,7,Image 1,7,1,100000001,610000001050,
32.9655,,Spine,3,6,Image 1,5,1,100000001,610000001051,
17.9512,,Spine,3,5,Image 1,5,1,100000001,610000001052,
56.6667,,Spine,3,3,Image 1,3,1,100000001,610000001053,
25.8125,,Spine,3,2,Image 1,2,1,100000001,610000001054,
30.0909,,Spine,3,2,Image 1,2,1,100000001,610000001055,
